"ppe","esm","efm","egdd","points","class"
-157.100006103516,-12.6000003814697,9.30000019073486,1145,51.9548492431641,301
-188.399993896484,-7.30000019073486,16.3999996185303,1133,50.1499710083008,301
-259.600006103516,-12.5,10.6999998092651,1333,69.7669372558594,211
-263.600006103516,-13.1999998092651,8.5,1320,68.7384033203125,211
-82,-1.10000002384186,21.2999992370605,942,31.7991600036621,401
-224.399993896484,1.20000004768372,29.3999996185303,1298,64.1741180419922,201
-257.700012207031,-19.7000007629395,0.899999976158142,1363,73.9194412231445,211
-104.599998474121,-1.89999997615814,17.5,952,32.8908805847168,401
-259.799987792969,-18,2,1371,74.4785995483398,211
-216.300003051758,-19,1.29999995231628,1271,64.9326705932617,201
-264.700012207031,-19,2.70000004768372,1345,71.9893493652344,211
-262.299987792969,-20,0.400000005960464,1379,75.1827850341797,211
-199.100006103516,-17.2000007629395,3.29999995231628,1237,61.4004287719727,201
-256.899993896484,-18.8999996185303,2.20000004768372,1379,75.3059310913086,211
-262.899993896484,-18.1000003814697,3.79999995231628,1327,70.104606628418,211
-257.100006103516,-19.8999996185303,1.29999995231628,1377,75.2602233886719,211
-253,-19.3999996185303,2.20000004768372,1374,74.8612823486328,211
-256.600006103516,-11.8999996185303,12,1363,72.4773712158203,211
-243.699996948242,-21.2999992370605,-0.699999988079071,1322,70.1278610229492,211
-251.300003051758,-22.6000003814697,-1.60000002384186,1358,73.7230834960938,211
-255.100006103516,-23.2999992370605,-1.89999997615814,1375,75.4307479858398,211
-248.600006103516,-6.80000019073486,20.6000003814697,1368,71.9001617431641,211
-242.800003051758,-2.90000009536743,25.1000003814697,1342,68.8427581787109,211
-152.100006103516,-8.19999980926514,8.60000038146973,1051,42.826961517334,401
-242.699996948242,-20.5,2.29999995231628,1352,72.8086395263672,211
-151.199996948242,-10.6999998092651,13.3000001907349,1153,52.3912200927734,301
-260.200012207031,-18,5.90000009536743,1337,70.9067687988281,211
-221.399993896484,-19.7999992370605,1.60000002384186,1281,65.9344177246094,201
-258.600006103516,-19.7000007629395,4.30000019073486,1338,71.2465209960938,211
-235.899993896484,-21.7999992370605,0,1326,70.5526809692383,211
-241.800003051758,-19.2000007629395,4.09999990463257,1364,73.733642578125,211
-232.800003051758,-18.8999996185303,6.30000019073486,1345,71.7136993408203,211
-165.899993896484,-10.3000001907349,5.5,1085,46.3078002929688,301
-217.199996948242,-17.1000003814697,8.5,1314,68.4440383911133,201
-232.300003051758,-21.3999996185303,2.70000004768372,1347,72.3618927001953,211
-229.5,-0.899999976158142,28.5,1327,67.058479309082,211
-124.599998474121,-7.09999990463257,17.5,1102,47.1679191589355,301
-112.699996948242,-7.69999980926514,15.1999998092651,1061,43.4492492675781,401
-154.699996948242,-11.1000003814697,20.6000003814697,1189,55.395450592041,301
-146.300003051758,-9.69999980926514,22.6000003814697,1183,54.6329307556152,301
-243.100006103516,-19.2999992370605,6.40000009536743,1311,68.4621887207031,211
-114.900001525879,-7.30000019073486,15,1045,41.9323501586914,401
-162.800003051758,-13.3999996185303,7.90000009536743,1166,54.081298828125,301
-196.5,-18.1000003814697,6.30000019073486,1270,64.4405975341797,201
-266.100006103516,-19.8999996185303,4.40000009536743,1339,71.3504486083984,211
-214.899993896484,-19.8999996185303,3.79999995231628,1292,66.854118347168,201
-227.300003051758,-1.5,28.8999996185303,1330,67.3498001098633,211
-91.9000015258789,-4.69999980926514,20.7999992370605,1023,39.5039710998535,401
-160.699996948242,-14,14.1000003814697,1220,58.893798828125,301
-83,-3.40000009536743,33.9000015258789,1053,41.6533508300781,401
-129.199996948242,-8.69999980926514,23.6000003814697,1130,49.5602989196777,301
-79,-3.40000009536743,21.1000003814697,990,36.3596992492676,401
-76.1999969482422,-1,22.1000003814697,948,32.3257217407227,401
-108.5,-3.29999995231628,15.6000003814697,981,35.7263717651367,401
-226.399993896484,-2.20000004768372,29.1000003814697,1335,67.8478469848633,211
-150.199996948242,-7.09999990463257,8.89999961853027,1049,42.5741806030273,401
-250.600006103516,-25.2999992370605,-3.5,1378,75.8783416748047,211
-234.5,-23.2000007629395,-0.699999988079071,1343,72.3087615966797,211
-235.800003051758,-13.3999996185303,14.3999996185303,1356,71.7444000244141,211
-235.899993896484,-7.69999980926514,22.7000007629395,1386,73.4909973144531,211
-230.600006103516,-3.5,27.2999992370605,1355,69.9281005859375,211
-198.300003051758,-17.3999996185303,11,1259,63.0267601013184,201
-243.399993896484,-24.3999996185303,-2,1359,73.9569625854492,211
-234.300003051758,-23,-0.100000001490116,1342,72.1966018676758,211
-215.5,-19.1000003814697,8.30000019073486,1295,66.7755966186523,201
-179.699996948242,-9.10000038146973,18.3999996185303,1185,55.030948638916,301
-231.899993896484,-22.6000003814697,0.400000005960464,1337,71.6511383056641,211
-240.300003051758,-23.3999996185303,-3.70000004768372,1329,70.9608612060547,211
-190.899993896484,-17.2999992370605,11.3000001907349,1242,61.3751983642578,201
-216.399993896484,-17.8999996185303,9.5,1271,64.3086395263672,201
-222.100006103516,-5.80000019073486,26,1357,70.385856628418,201
-141,-9.60000038146973,8,1065,44.2494010925293,401
-239.699996948242,-11.3999996185303,18,1392,74.7172775268555,211
-158.399993896484,-14,4.59999990463257,1134,51.2319602966309,301
-228.899993896484,-17.5,9.30000019073486,1266,63.8161201477051,211
-164,-4.30000019073486,26.7999992370605,1194,55.0934982299805,301
-170.800003051758,-9.10000038146973,7.30000019073486,1102,47.7803611755371,301
-132.600006103516,-4.69999980926514,24.3999996185303,1084,45.0265197753906,301
-153.5,-12,18.1000003814697,1159,52.7640113830566,301
-216.100006103516,-20.2999992370605,-2,1254,63.4576187133789,201
-97.8000030517578,-0.300000011920929,18.3999996185303,946,32.2437400817871,401
-193.600006103516,-16.7000007629395,8,1247,62.027889251709,201
-116.199996948242,-1.39999997615814,28.6000003814697,1057,42.1719589233398,401
-261.200012207031,-26.6000003814697,-8,1375,75.6865005493164,211
-255.600006103516,-25.2999992370605,-7.80000019073486,1347,72.8549118041992,211
-249.899993896484,-24.8999996185303,-7.40000009536743,1337,71.8501281738281,211
-168.100006103516,-8.80000019073486,7.09999990463257,1100,47.5849990844727,301
-136.899993896484,-6.30000019073486,10.1000003814697,1027,40.4027404785156,401
-95.5,0.600000023841858,30.2000007629395,1001,36.859920501709,401
-247,-24.2999992370605,-7.80000019073486,1312,69.3701629638672,211
-193.399993896484,-14.3999996185303,14,1215,58.4496002197266,301
-242.300003051758,-13.8000001907349,16.7999992370605,1419,77.218376159668,211
-144.399993896484,-11.3999996185303,7.90000009536743,1105,48.1517486572266,301
-121.599998474121,-7.5,23.6000003814697,1087,45.4809303283691,301
-98.3000030517578,2.09999990463257,32,1010,37.5518989562988,401
-240.300003051758,-14.5,16.2000007629395,1411,76.9071273803711,211
-201.899993896484,-15.3000001907349,-1,1183,56.2769889831543,301
-203.600006103516,-18.2000007629395,2.79999995231628,1249,62.6544609069824,201
-258.299987792969,-25.7000007629395,-8.5,1352,73.3726425170898,211
-117,-4.30000019073486,25.7999992370605,1056,42.339599609375,401
-138.899993896484,-2.20000004768372,31.3999996185303,1133,49.0786399841309,301
-168.899993896484,-13.3999996185303,4.30000019073486,1144,52.1750411987305,301
-192.899993896484,-13.3000001907349,1.70000004768372,1172,55.0035209655762,301
-110.699996948242,-1.10000002384186,30.2999992370605,1047,41.1597595214844,401
-204.399993896484,-17.3999996185303,-4.40000009536743,1162,54.3678817749023,301
-169.699996948242,-14.3999996185303,11.3999996185303,1182,55.464599609375,301
-158.100006103516,-9.80000019073486,20.3999996185303,1155,52.1366996765137,301
-237.199996948242,-23.1000003814697,-8.10000038146973,1295,67.6304473876953,211
-221.899993896484,-20,-8.19999980926514,1178,56.0660018920898,301
-194,-15.8000001907349,12.6000003814697,1233,60.3375587463379,201
-224.5,-20.3999996185303,-4.19999980926514,1280,65.9871978759766,201
-241.399993896484,-24.1000003814697,-4.5,1332,71.3041229248047,211
-191.300003051758,-16.3999996185303,3.29999995231628,1210,58.7490997314453,301
-114.800003051758,0.5,32,1053,41.5627517700195,401
-232.300003051758,-20.7999992370605,-9.10000038146973,1237,61.839958190918,211
-210.399993896484,-20.7000007629395,7,1283,65.8207092285156,201
-233.899993896484,-13.8000001907349,17.8999996185303,1406,76.2395401000977,211
-214.899993896484,-8.69999980926514,23.5,1357,70.7946395874023,201
-168.300003051758,-11.8000001907349,7,1163,53.755241394043,301
-176.5,-2.90000009536743,30,1251,60.0807914733887,201
-197.100006103516,-16.1000003814697,3.20000004768372,1227,60.3738288879395,201
-227.300003051758,-22.2000007629395,-5.19999980926514,1284,66.4984817504883,211
-208.199996948242,-7.90000009536743,24.5,1348,69.8183212280273,201
-225.800003051758,-21.8999996185303,-5.40000009536743,1277,65.7976303100586,211
-231.199996948242,-20.2999992370605,-8.19999980926514,1255,63.5546493530273,211
-211.100006103516,-18.2000007629395,-2.59999990463257,1238,61.7711601257324,201
-197.399993896484,-15,-0.200000002980232,1220,59.8300018310547,301
-185.800003051758,-16.7999992370605,12.8000001907349,1232,60.2928009033203,201
-237.300003051758,-22.7999992370605,-2.29999995231628,1328,70.8198394775391,211
-209,-17.2000007629395,-2,1231,61.0303192138672,201
-110.900001525879,-3.09999990463257,27.7000007629395,1047,41.3653793334961,401
-240.800003051758,-21.5,-9.89999961853027,1308,68.7822036743164,211
-158.5,-13.3999996185303,13.1999998092651,1158,53.0211601257324,301
-138.699996948242,-11.3000001907349,17.8999996185303,1125,49.5284996032715,301
-198.699996948242,-8.39999961853027,24.5,1327,67.89453125,201
-222.800003051758,-15.8000001907349,18.2999992370605,1355,71.536247253418,201
-206.899993896484,-13.3999996185303,18.8999996185303,1285,64.6982498168945,201
-199.399993896484,-16.2000007629395,1.20000004768372,1252,62.9179992675781,201
-233.600006103516,-20.8999996185303,-7,1318,69.7106170654297,211
-224.300003051758,-18.7000007629395,-7.5,1270,64.9029006958008,201
-184,-14.3999996185303,4.09999990463257,1202,57.81005859375,301
-152,-14.8999996185303,17,1181,55.0729904174805,301
-236.600006103516,-17.1000003814697,16.6000003814697,1415,77.4657516479492,211
-209.600006103516,-17.2000007629395,4,1264,63.9564819335938,201
-180.800003051758,-9.30000019073486,21.8999996185303,1205,56.7126998901367,301
-226.399993896484,-15.3999996185303,18.1000003814697,1389,74.7419662475586,211
-152.899993896484,-2,31.7000007629395,1210,56.1383018493652,301
-136.5,-12.8999996185303,19.6000003814697,1156,52.4474792480469,301
-185.100006103516,-19.5,7.5,1237,61.2793998718262,201
-253.5,-24.3999996185303,-9.5,1391,77.0750427246094,211
-180.5,-15.3000001907349,13.5,1235,60.4393005371094,201
-209.300003051758,-16.5,-0.100000001490116,1272,64.9487991333008,201
-259.600006103516,-25,-10.6000003814697,1398,76.1279983520508,211
-234.399993896484,-20.3999996185303,-6.30000019073486,1343,72.1007232666016,211
-154.100006103516,-14.1000003814697,16.7000007629395,1184,55.3281593322754,301
-211.300003051758,-11.3000001907349,21.7999992370605,1356,71.0261993408203,201
-229.300003051758,-21.3999996185303,-0.899999976158142,1313,69.2608184814453,211
-179.5,-15.1999998092651,4.09999990463257,1181,55.8399085998535,301
-124.199996948242,-10.5,22.7000007629395,1118,48.5780410766602,301
-191.800003051758,-13.6000003814697,16.3999996185303,1244,60.9996795654297,201
-186.300003051758,-17.1000003814697,2.70000004768372,1177,55.645881652832,301
-167.100006103516,-17.8999996185303,13.3999996185303,1211,58.3199501037598,301
-169.699996948242,-4.80000019073486,29.1000003814697,1254,60.5407791137695,201
-247.199996948242,-22.6000003814697,-9.80000019073486,1361,74.0148620605469,211
-150.600006103516,-15.3999996185303,10.6000003814697,1197,57.0015602111816,301
-121.599998474121,-9.5,23.1000003814697,1107,47.4754791259766,301
-161.5,-11.6000003814697,8.69999980926514,1185,55.7446517944336,301
-219.5,-14,20.8999996185303,1374,72.9959411621094,201
-184.100006103516,-19.6000003814697,10.6000003814697,1243,61.6637001037598,201
-177.300003051758,-6.30000019073486,28.1000003814697,1268,62.0037612915039,201
-149.899993896484,-15.6000003814697,12.6999998092651,1181,55.3634910583496,301
-170.699996948242,-4.59999990463257,28.7999992370605,1253,60.4547386169434,201
-161.399993896484,-13.1999998092651,7.5,1145,52.0856513977051,301
-239.600006103516,-22.1000003814697,-8,1383,76.1154327392578,211
-185.600006103516,-16.5,7,1218,59.2971000671387,301
-236,-24.2999992370605,-6.30000019073486,1379,75.8979721069336,211
-156.899993896484,-3.5,31.7000007629395,1216,56.7828788757324,301
-104.900001525879,-7,26.5,1068,43.5474014282227,401
-228.399993896484,-20.2000007629395,-4.90000009536743,1344,72.1828765869141,211
-208.300003051758,-19.2999992370605,1.10000002384186,1285,66.3217010498047,201
-166.399993896484,-3.29999995231628,29.7999992370605,1232,58.3652000427246,301
-222.199996948242,-22.2000007629395,-3.29999995231628,1347,72.6233367919922,201
-158.899993896484,-10.6999998092651,10,1174,54.5701789855957,301
-239.800003051758,-24.1000003814697,-7.5,1390,76.9539031982422,211
-239.199996948242,-18.3999996185303,17.5,1430,78.1259460449219,211
-231.300003051758,-18,17.2999992370605,1419,77.8623275756836,211
-193,-10.3000001907349,25.5,1317,67.0251617431641,201
-169.800003051758,-13.8000001907349,6.80000019073486,1160,53.5919990539551,301
-172.899993896484,-15.8000001907349,5.90000009536743,1134,51.258659362793,301
-199.899993896484,-15.3000001907349,15.8999996185303,1281,64.6541366577148,201
-202.600006103516,-17,0.5,1290,66.6884994506836,201
-238.300003051758,-23.5,-6.5,1374,75.3488998413086,211
-162.100006103516,-2.90000009536743,30.6000003814697,1222,57.3670616149902,301
-146.5,-1.60000002384186,33.4000015258789,1190,54.1738014221191,301
-177.800003051758,-17.5,7,1141,51.9630508422852,301
-217.300003051758,-15.1999998092651,20.2000007629395,1385,74.182502746582,201
-190.600006103516,-16.1000003814697,3.59999990463257,1213,59.0012512207031,301
-150.300003051758,-16.7000007629395,13.8999996185303,1249,61.8367195129395,201
-180.100006103516,-15.5,15,1254,62.1627006530762,201
-203.5,-17.7999992370605,0,1315,69.1977005004883,201
-155.399993896484,-14.6000003814697,11.1999998092651,1170,54.3437995910645,301
-177.800003051758,-7.5,27.5,1285,63.7050018310547,201
-187.699996948242,-12.1000003814697,24.1000003814697,1286,64.3468017578125,201
-187.899993896484,-14.5,3.70000004768372,1235,61.010799407959,201
-205.100006103516,-18.7000007629395,-0.699999988079071,1319,69.649528503418,201
-212.800003051758,-15.8000001907349,20.2999992370605,1366,72.4253005981445,201
-171.300003051758,-5.09999990463257,28.6000003814697,1259,61.0563507080078,201
-246.699996948242,-27.8999996185303,-10.1999998092651,1436,78.8774108886719,211
-140.800003051758,-15.3000001907349,13.3999996185303,1175,54.7342491149902,301
-235.199996948242,-25.5,-7.30000019073486,1401,78.1375503540039,211
-150.399993896484,-15.1000003814697,15.8000001907349,1229,59.7109718322754,301
-224.800003051758,-23.7000007629395,-6,1379,75.8512268066406,201
-193,-15.3999996185303,17.7000007629395,1294,65.770378112793,201
-225.899993896484,-24.1000003814697,-6,1387,76.6616668701172,211
-198.399993896484,-21,-0.300000011920929,1313,69.2322998046875,201
-133.399993896484,-14.8000001907349,15.3999996185303,1212,58.1032791137695,301
-201.199996948242,-18.5,-0.300000011920929,1294,67.2138977050781,201
-197.100006103516,-18.3999996185303,0,1299,67.691162109375,201
-227.100006103516,-25.2999992370605,-6.80000019073486,1403,78.3165893554688,211
-166.699996948242,-18.2000007629395,6,1227,60.3299407958984,201
-193.600006103516,-9.89999961853027,23.5,1330,68.3572006225586,201
-199.300003051758,-22.2000007629395,-2.5,1342,72.1372375488281,201
-180.800003051758,-14.3999996185303,5.40000009536743,1212,58.6907997131348,301
-201.399993896484,-19.2999992370605,1.5,1249,62.8102188110352,201
-181.600006103516,-7.69999980926514,26,1296,64.846321105957,201
-201.800003051758,-17,16.2999992370605,1322,68.6405410766602,201
-187,-21,1.39999997615814,1283,66.2236785888672,201
-196.699996948242,-14.5,22.3999996185303,1359,71.5053863525391,201
-194.899993896484,-16.8999996185303,16,1305,67.0384521484375,201
-145.300003051758,-15.8000001907349,10,1187,56.1054611206055,301
-197.100006103516,-18.3999996185303,-0.100000001490116,1295,67.3038024902344,201
-183.800003051758,-19.5,8.60000038146973,1292,66.4942779541016,201
-194.5,-24.5,-3.5,1340,72.1129989624023,201
-149.899993896484,-14.6000003814697,16.6000003814697,1228,59.5344009399414,301
-196.399993896484,-12.1999998092651,23.1000003814697,1354,70.8081436157227,201
-215.800003051758,-24.2000007629395,-0.800000011920929,1264,64.686882019043,201
-226.300003051758,-26,-7.40000009536743,1407,78.7631988525391,211
-190.100006103516,-19.8999996185303,0,1323,70.1237716674805,201
-218.199996948242,-24.7000007629395,-5.69999980926514,1390,77.0012969970703,201
-183.5,-15.8999996185303,17.3999996185303,1285,64.9722518920898,201
-181.5,-10.1000003814697,25.7999992370605,1317,66.9893112182617,201
-191,-20.5,0.5,1309,68.7730026245117,201
-159.300003051758,-18.7999992370605,5.40000009536743,1237,61.368579864502,201
-126.099998474121,-13.8999996185303,14.5,1188,55.8247184753418,301
-130.399993896484,-9.19999980926514,18.8999996185303,994,37.0478210449219,401
-178.699996948242,-8.5,26.1000003814697,1308,66.0139236450195,201
-166.899993896484,-18.2000007629395,3.5,1291,66.6607666015625,201
-172.100006103516,-13.6999998092651,24.2999992370605,1297,65.4761810302734,201
-218.5,-25.2999992370605,-5.40000009536743,1348,72.9524383544922,201
-155.899993896484,-16.3999996185303,5.69999980926514,1272,64.5590362548828,201
-147.600006103516,-17.2999992370605,13.5,1279,64.7630233764648,201
-122.599998474121,-13.3000001907349,16.6000003814697,1199,56.7073287963867,301
-177.699996948242,-23.6000003814697,-0.100000001490116,1319,70.001838684082,201
-214,-22.7000007629395,-4.30000019073486,1342,72.1743392944336,201
-190.699996948242,-22.7999992370605,-2,1350,72.9599990844727,201
-214.899993896484,-24.2000007629395,-1.5,1286,66.8301162719727,201
-164.699996948242,-19.3999996185303,2.79999995231628,1298,67.4686813354492,201
-156.300003051758,-16.7999992370605,5.5,1265,63.9264488220215,201
-184.899993896484,-21.7999992370605,5.90000009536743,1187,56.6983299255371,301
-218.100006103516,-23.6000003814697,-4.90000009536743,1346,72.6305618286133,201
-202.300003051758,-24,1.60000002384186,1251,63.3032417297363,201
-159.199996948242,-10.8000001907349,28.7999992370605,1303,65.5195999145508,201
-175.600006103516,-9.69999980926514,26.2999992370605,1308,66.084716796875,201
-205.800003051758,-22.7999992370605,-1,1293,67.4150390625,201
-157.399993896484,-10.8999996185303,29.5,1297,64.9185791015625,201
-205.199996948242,-25.3999996185303,-4.40000009536743,1343,72.4722213745117,201
-186.100006103516,-24.8999996185303,-1.89999997615814,1316,69.8028411865234,201
-164,-17.2000007629395,12.3999996185303,1269,63.8761215209961,201
-142.399993896484,-10.6000003814697,28.6000003814697,1238,59.4616012573242,301
-108.099998474121,-5.80000019073486,38.5,1210,55.9552993774414,301
-180.600006103516,-23.5,2.20000004768372,1278,65.8541412353516,201
-168,-15.3000001907349,17.2000007629395,1268,63.333080291748,201
-173.699996948242,-12.6999998092651,24.8999996185303,1332,68.6469573974609,201
-163.399993896484,-19.7000007629395,7.90000009536743,1212,58.8621597290039,301
-175.699996948242,-10.8999996185303,26.2999992370605,1322,67.4781188964844,201
-112,-6.59999990463257,33.2999992370605,1198,55.2133407592773,301
-122.900001525879,-8.80000019073486,29.7999992370605,1201,55.8329010009766,301
-146.199996948242,-17.7999992370605,12.3000001907349,1145,52.0747489929199,301
-91,-4.59999990463257,26.5,911,28.8639106750488,501
-109.300003051758,-13.8000001907349,18.3999996185303,1092,46.5136795043945,301
-156.5,-19,6.5,1271,64.5837478637695,201
-139.300003051758,-19.2000007629395,6.59999990463257,1255,63.0503005981445,201
-90.6999969482422,-3.59999990463257,39.5,1161,51.2810096740723,301
-78.5,-4.09999990463257,27.7000007629395,910,28.7183990478516,501
-165.300003051758,-21.2000007629395,3.40000009536743,1288,66.5846405029297,201
-154,-22.3999996185303,4.90000009536743,1272,65.015998840332,201
-164.399993896484,-21.7000007629395,1,1303,68.2402114868164,201
-107.199996948242,-11.8999996185303,20.2000007629395,1196,56.1253204345703,301
-46.2999992370605,-1.60000002384186,31.8999996185303,898,27.4990291595459,501
-28.5,11.6999998092651,40.7999992370605,690,17.5012493133545,601
-100.099998474121,-4.80000019073486,36.5,1172,52.5267601013184,301
-104.800003051758,-16.6000003814697,13.8000001907349,1178,55.0718383789062,301
-169.300003051758,-22,0.100000001490116,1330,70.9486999511719,201
-126.800003051758,-7.19999980926514,34,1236,58.715518951416,301
-153.300003051758,-21.5,2.5,1296,67.4423980712891,201
-136.100006103516,-20.3999996185303,7,1256,63.1990394592285,201
-172.300003051758,-23.2000007629395,-0.699999988079071,1339,71.9194793701172,201
-160.5,-16.3999996185303,13.5,1270,63.8442993164062,201
-78.6999969482422,-8.10000038146973,25.7000007629395,1133,49.6969184875488,301
-76.8000030517578,-6.80000019073486,25.2999992370605,1129,49.2763519287109,301
-39.5,-1.70000004768372,33.9000015258789,1057,41.9434585571289,401
