"slc","claySurface","claySubsurface","sandSurface","sandSubsurface","siltSurface","siltSubsurface","cfSurface","cfSubsurface","awhcSurface","awhcSubsurface","ppe","ocSurfacePerc","surfacePH","subsurfacePH","surfaceEC","subsurfaceEC","sarSurface","sarSubsurface","E_DEPTH","bd","egdd","a","m","f","v","n","y","c","d","sv","sn","sy","surfaceDeduction","prelimRating","points","class"
588012,17.6666666666667,25.5,31,28.5,51.6666666666667,46,0,0,14,62.5,-241.4,1.65,6,7.15,0,0.35,1.17376666666667,0.3814,200,0.9,1332,18.28,21.7462696356087,6.3725721948132,0,0,0,0,70.0484848484848,0,0,0,76.421057043298,1.83267332109321,1.83267332109321,"7AD"
588013,28.3333333333333,41,13.6666666666667,10,58.6666666666667,48.5,0,0,20.3333333333333,82,-237.3,0.38,6.03333333333333,7.35,0,1.7,1.01133333333333,0.2853,141.8,1.16666666666667,1328,17.46,12.2482228620885,15,0,0,0,0,66.8922807017544,0,0,0,83.8800937220727,3.87168341583879,3.87168341583879,"7AD"
588014,32.6666666666667,53.5,11,7,56.6666666666667,40.5,0,0,19.6666666666667,80,-229.3,0.303333333333333,6,7.3,0,2.35,0.866666666666667,0.17015,117,1.2,1313,15.86,8.9856064241711,15,0,0,0,3.86644773897538,65.9869434269434,0,3.86644773897538,0,88.470251730871,2.54414184495795,2.54414184495795,"7AD"
589001,24,22,50.3333333333333,57.5,26.3333333333333,21.5,3,3,15,54,-250.6,0.4,6.63333333333333,6.95,0,0,1.71666666666667,0.53335,200,1.26666666666667,1378,20.12,35.7067434680268,15,0,0,0,0,39.2055555555556,0,0,0,55.8225528855988,8.47070364637449,8.47070364637449,"7MD"
589002,15.6666666666667,19,30.3333333333333,31.5,54.6666666666667,50,0,0,15.3333333333333,65,-234.5,1.18666666666667,5.8,7.1,0,0.8,1.13776666666667,0.5645,200,1,1343,16.9,20.7312342195418,8.75555181737011,1.20000644000015,0,0,1.20000644000015,68.5082230545152,0,0,0,78.4637813118854,0.804984468572727,0.804984468572727,"7AD"
589003,14,19.5,43,47,43,33.5,0.333333333333333,1,13.6666666666667,63.5,-243.4,1.06666666666667,6.2,7.1,0,0.2,2.35156666666667,0.61185,200,1.03333333333333,1359,18.68,29.8235024167435,9.52626781383121,0,0,0,0,60.6326388888889,0,0,0,70.1589067027201,0.0175908805363605,0.0175908805363605,"7AD"
589004,2.33333333333333,2.5,57,91,7,6,0,0,5.33333333333333,22,-234.3,2.91333333333333,5.63333333333333,6.05,0,0,3.46466666666667,1.62935,200,0.666666666666667,1342,16.86,63.485,2.26253972904959,2.89841947888891,0,0,2.89841947888891,0,0,0,0,5.1609592079385,31.3540407920615,31.3540407920615,"4M"
589005,10,20,40.3333333333333,53.5,17,27,0.333333333333333,1,10.6666666666667,54,-231.9,1.99333333333333,6.43333333333333,7.05,0,0,2.41023333333333,0.51175,200,0.733333333333333,1337,16.38,36.2437228755182,5.00599202052291,0,0,0,0,66.7586250464511,0,0,0,71.764617066974,-8.00833994249228,-8.00833994249228,"7MD"
590001,20.6666666666667,46,20,16.5,58.6666666666667,38.5,3,2,16.3333333333333,69.5,-203.6,1.29666666666667,5.73333333333333,6.65,0,1.05,1.01636666666667,0.1145,143.6,0.966666666666667,1249,10.72,9.5804165863731,8.11468253947699,1.80318118222226,0,0,1.80318118222226,69.527279824812,0,0,0,79.4451435465112,10.9744398671157,10.9744398671157,"6D"
590002,22,48,10,15.5,34.6666666666667,37,5,7,15.6666666666667,68.5,-191.3,1.50666666666667,5.46666666666667,5.25,0,0,1.42666666666667,0.09895,200,0.866666666666667,1210,8.26000000000001,13.6605819304541,7.02954095347712,5.23175312888895,0,0,9.21429318750006,58.0889216650279,9.21429318750006,0,0,74.332755806005,12.0066622635408,12.0066622635408,"6D"
590003,21.6666666666667,49,15,13.5,63.3333333333333,38,4.66666666666667,4,17.3333333333333,76.5,-197.1,0.833333333333333,5.76666666666667,6.65,0,1.2,1.22636666666667,0.0879,111.8,1.03333333333333,1227,9.42,7.11496301501342,11.3108985592832,1.48889539888893,0,0,1.48889539888893,70.5,0,0,0,83.2997939581722,9.58524302681442,9.58524302681442,"7D"
590004,30.3333333333333,47,18.6666666666667,15,51.3333333333333,38,2.66666666666667,2,16.3333333333333,67.5,-197.4,1.82333333333333,5.86666666666667,6.85,0,2.2,1.28456666666667,0.07005,96,0.833333333333333,1220,9.48,7.60426950337324,5.65042780268996,0.698418995555642,0,0,2.23244966130847,63.8470410996005,0,2.23244966130847,0,71.7299185635989,20.6658119330278,20.6658119330278,"5D"
590005,23,38,21,20,55.3333333333333,43,11.6666666666667,10,15.6666666666667,74.5,-209.6,1.23333333333333,5.73333333333333,5.3,0,0,1.5628,0.198,200,1,1264,11.92,15.0794290409687,8.47670046124018,1.80318118222226,0,0,8.20000739000005,66.2677677677678,8.20000739000005,0,0,82.944475619008,1.97609534002333,1.97609534002333,"7D"
590006,27,41.5,24.6666666666667,19.5,48.3333333333333,39,10,7,18,77.5,-209.3,0.73,5.53333333333333,5.4,0,0.2,1.5208,0.1454,166.05,1.13333333333333,1272,11.86,14.880607327006,12.2679824965953,4.22222919555554,0,0,6.34286436000002,57.7602130898021,6.34286436000002,0,0,76.3710599463975,8.74833272659656,8.74833272659656,"7D"
591019,26.3333333333333,47,14.6666666666667,15,59,38.5,4,3,18.3333333333333,72.5,-201.9,0.53,5.43333333333333,6.25,0,1.4,0.975033333333333,0.0888,132.88,1.13333333333333,1183,10.38,8.00156458202244,14.5825763273651,5.77461033222238,0,0,5.77461033222238,66.3080922431866,0,0,0,86.665278902774,5.33315651520353,5.33315651520353,"7D"
591020,39.6666666666667,59.5,13,3.5,47.3333333333333,37,2.33333333333333,3,17.6666666666667,67,-224.5,0.396666666666667,5.76666666666667,7.05,0,1.4,0.588966666666667,0.1541,143.32,1.23333333333333,1280,14.9,9.18335518764773,15,1.48889539888893,0,0,1.48889539888893,55.3547432306256,0,0,0,73.521132722634,17.2955120897182,17.2955120897182,"6D"
591021,26.3333333333333,45.5,14,15.5,60,39.5,1.66666666666667,1,8.66666666666667,41.5,-192.9,3.62666666666667,5.3,5.9,0,0.5,2.12283333333333,0.1982,171.8,0.4,1172,8.58,5.18223201630412,0.679202386721389,8.20000739000005,0,0,8.20000739000005,0,0.485720510000078,0,0,8.87920977672144,85.9385582069744,85.9385582069744,"1"
591024,29.6666666666667,47,19,17.5,51.6666666666667,35.5,3.66666666666667,2,19.6666666666667,75,-204.4,0.313333333333333,5.6,6.6,0,1.5,0.868,0.0462,92.1,1.23333333333333,1162,10.88,9.87721071931394,15,3.31429256000007,0,0,3.31429256000007,61.5950197005516,0,0,0,83.2916878053608,6.83110147532528,6.83110147532528,"7D"
591026,26,26.5,44.6666666666667,45,29.3333333333333,28,12,16,15,54.5,-237.2,0.37,6.83333333333333,7.05,0,0,0.610766666666667,0.37965,195.74,1.3,1295,17.44,32.1861083763675,15,0,0,0,0,41.598978978979,0,0,0,58.7795853179615,9.03430630567092,9.03430630567092,"7AD"
591027,40.6666666666667,57,11.6666666666667,11,47.3333333333333,32.5,1.66666666666667,1,18.6666666666667,78.5,-221.9,0.403333333333333,5.56666666666667,6.75,0,1.55,0.588633333333333,0.03205,118.2,1.16666666666667,1178,14.38,9.4995296010589,15,3.75556246555567,0,0,3.75556246555567,55.1450137741047,0,0,0,75.4575788602404,15.0428915387007,15.0428915387007,"6D"
591033,47.3333333333333,68.5,8.33333333333333,1.5,44,29.5,0,0,17.6666666666667,75.5,-232.3,0.93,5.53333333333333,6.75,0,1.15,0.511733333333333,0.0519,162.2,1.03333333333333,1237,16.46,8.12574808843872,10.5174743336954,4.22222919555554,0,0,4.22222919555554,49.3748387096774,0,0,0,64.1145422389284,27.7597096726329,27.7597096726329,"5AD"
591040,40.6666666666667,58.5,11,3,49,39,0,0,17.3333333333333,70,-227.3,0.416666666666667,5.83333333333333,7.15,0,1.25,0.8146,0.08205,138.38,1.16666666666667,1284,15.46,7.65291915411986,15,0.936514305555647,0,0,0.936514305555647,56.4351851851852,0,0,0,73.6935815185369,18.6534993273433,18.6534993273433,"6AD"
591043,43.3333333333333,62.5,12,4.5,45,33,2.33333333333333,3,18,74.5,-225.8,0.43,5.73333333333333,7,0,1.45,0.514133333333333,0.0734,143.7,1.13333333333333,1277,15.16,9.36252229090996,15,1.80318118222226,0,0,1.80318118222226,52.4861757105943,0,0,0,70.3835249453683,20.2539527637217,20.2539527637217,"5AD"
591044,20.3333333333333,41,33,21,47,38,1,1.5,18.3333333333333,59,-206.6,0.573333333333333,6,6.45,0,0,1.2445,0.1857,200,1.26666666666667,1235,11.32,13.9002167290601,14.0144220048525,0,0,0,0,57.603428079242,0,0,0,71.6178500840946,14.4819331868454,14.4819331868454,"6D"
591047,36.3333333333333,55,15.6666666666667,4,48,41.5,0,0,19.6666666666667,86,-240.8,0.343333333333333,5.6,7.15,0,0.8,0.6869,0.03935,162.2,1.2,1308,18.16,11.8938807307262,15,3.31429256000007,0,0,3.31429256000007,57.0745163610212,0,0,0,78.1101772405681,9.99594202870568,9.99594202870568,"7AD"
591049,14.6666666666667,17,42.3333333333333,51.5,43.3333333333333,32,0,0,11.6666666666667,48,-224.3,1.34666666666667,5.93333333333333,6.7,0,0.2,2.30533333333333,1.40465,200,1,1270,14.86,26.5582485843218,7.84115731650706,0.298418848888957,0,0,0.298418848888957,64.043102310231,0,0,0,72.182678475627,1.25907294005113,1.25907294005113,"7D"
592001,21.3333333333333,43,23.3333333333333,15.5,55.6666666666667,41.5,1.66666666666667,1,13,61,-185.6,2.61,6,7.05,0,1.7,1.3839,0.19795,129.5,0.6,1218,7.12,6.07571289440007,3.05738679855111,0,0,0,0,0,0,0,0,3.05738679855111,90.8669003070488,90.8669003070488,"1"
592002,36,48.5,13.6666666666667,14,50.3333333333333,37,2.66666666666667,1.5,18.6666666666667,77.5,-208.3,1.03,5.56666666666667,6.75,0,2.45,1.20913333333333,0.0559,89.3,1,1285,11.66,8.45586600389084,9.77914743022036,3.75556246555567,0,0,4.93764162371835,57.452740021575,0,4.93764162371835,0,72.1695290755137,19.3746049205955,19.3746049205955,"6D"
592003,27.6666666666667,49,10.6666666666667,11.5,61.6666666666667,40.5,2.33333333333333,1,17.3333333333333,73,-191,1.58,5.7,6.85,0,2.35,1.2241,0.06375,115.4,0.866666666666667,1309,8.2,3.145427977316,6.68596644738007,2.14286379000009,0,0,3.86644773897538,68.8667229254571,0,3.86644773897538,0,79.4191371118125,17.4354349108715,17.4354349108715,"6D"
592004,39.6666666666667,60,10.3333333333333,4.5,50,35.5,1,0,20.3333333333333,83.5,-198.4,0.36,5.3,6.7,0,1.45,0.697266666666667,0.0444,149.6,1.16666666666667,1313,9.68,2.5777063173151,15,8.20000739000005,0,0,8.20000739000005,58.1844444444444,0,0,0,83.7631341529036,13.6591595297813,13.6591595297813,"6D"
592005,12.3333333333333,12,39.3333333333333,48,48.3333333333333,39.5,0,0,13,50.5,-187,1.25666666666667,5.73333333333333,6.85,0,0.55,1.91533333333333,1.3121,200,1.03333333333333,1283,7.4,17.8411483507745,8.3412072126972,1.80318118222226,0,0,1.80318118222226,66.799019550054,0,0,0,76.9434079449735,5.21544370425198,5.21544370425198,"7D"
592006,33.6666666666667,50,11.3333333333333,12.5,55,38,2,1,17.6666666666667,71,-177.7,1.09,5.46666666666667,6.35,0,1.3,0.721266666666667,0.07785,159.8,1.03333333333333,1319,5.54,0.933253039008711,9.36983127083294,5.23175312888895,0,0,5.23175312888895,61.4113557594292,0,0,0,76.012940159151,23.0538068018402,23.0538068018402,"5D"
592007,32.3333333333333,50.5,10.3333333333333,11,57.6666666666667,39,2,1,18,72.5,-190.7,1.08333333333333,5.5,6.35,0,1.15,0.747666666666667,0.07935,173.2,1.03333333333333,1350,8.14,2.85401339668879,9.41418307251884,4.71429275000008,0,0,4.71429275000008,63.5854700854701,0,0,0,77.713945907989,19.4320406953222,19.4320406953222,"6D"
592008,20,25.5,22.6666666666667,25,57.6666666666667,49.5,0,0,18,79,-186.1,1.31333333333333,6.4,6.7,0,0,1.55226666666667,0.50955,200,0.966666666666667,1316,7.22,7.807104584581,8.02235279150739,0,0,0,0,69.3472570031961,0,0,0,77.3696097947035,14.8232856207155,14.8232856207155,"6D"
592009,38.3333333333333,51,15.3333333333333,12,46.3333333333333,36.5,1.66666666666667,0.5,19.3333333333333,76,-169.3,0.843333333333333,5.56666666666667,7.05,0,3.25,0.899566666666667,0.05365,68.3,1.13333333333333,1330,3.86,0.152350050131293,11.2246630914269,3.75556246555567,0,0,13.0422215483913,53.6081305811741,0,13.0422215483913,0,77.8750152209923,21.9726347288765,21.9726347288765,"5D"
592010,16.3333333333333,25,23.6666666666667,25,59.6666666666667,50.5,0,0,17,74.5,-165.3,1.6,6.43333333333333,6.7,0,0,1.62713333333333,0.4826,200,0.9,1288,3.06,3.93096592764007,6.59503039301759,0,0,0,0,74.0291666666667,0,0,0,80.6241970596843,15.4448370126757,15.4448370126757,"6D"
592011,25.3333333333333,47,3.66666666666667,14,38,39,0.333333333333333,0.5,9.66666666666667,48.5,-172.3,3.58,5.03333333333333,5.6,0,0.6,2.67843333333333,0.2672,200,0.466666666666667,1339,4.46,6.01412555993558,0.772830424358318,14.269849078889,0,0,14.269849078889,0,3.31429256000007,0,0,15.0426795032473,78.9431949368171,78.9431949368171,"2"
593001,48,68.5,9,1,43.3333333333333,31,0,0,19.3333333333333,83,-233.6,0.43,5.63333333333333,6.85,0,0.85,0.4219,0.0273,200,1.13333333333333,1318,16.72,8.02078350450562,15,2.89841947888891,0,0,2.89841947888891,50.3895090439277,0,0,0,69.3820965753683,22.5971199201261,22.5971199201261,"5AD"
593002,45,64.5,10.6666666666667,2,44.6666666666667,33.5,0,0,20,83.5,-228.4,0.286666666666667,5.63333333333333,6.9,0,0.95,0.4404,0.02715,176,1.23333333333333,1344,15.68,7.75126429280883,15,2.89841947888891,0,0,2.89841947888891,54.3750043066322,0,0,0,76.2988292588865,15.9499064483047,15.9499064483047,"6AD"
593003,37,50.5,12.3333333333333,13.5,50.3333333333333,35.5,2,1,20,78.5,-202.6,0.266666666666667,5.33333333333333,6.45,0,1.85,0.6309,0.03715,103.85,1.23333333333333,1290,10.52,6.71293099402655,15,7.55556288888903,0,0,7.55556288888903,60.8342592592593,0,0,0,87.9380568990051,5.34901210696833,5.34901210696833,"7D"
593004,25.3333333333333,43.5,27.6666666666667,19.5,47.3333333333333,37,4,3,20.3333333333333,79.5,-203.5,0.293333333333333,5.26666666666667,5.7,0,0.45,1.09683333333333,0.0706,180.6,1.3,1315,10.7,12.4602629638237,15,8.86984871555558,0,0,8.86984871555558,58.5286531986532,2.14286379000009,0,0,86.2577087806924,1.28202825548388,1.28202825548388,"7D"
593005,30,46.5,17.6666666666667,16,52,37.5,2.33333333333333,2,18.3333333333333,78,-205.1,0.383333333333333,5.46666666666667,6.2,0,1.2,1.14773333333333,0.09475,146.4,1.16666666666667,1319,11.02,9.23726788624211,15,5.23175312888895,0,0,5.23175312888895,60.8217391304348,0,0,0,82.9781667036366,7.78456541012126,7.78456541012126,"7D"
594001,27.6666666666667,42,20.6666666666667,24.5,52,33,6.33333333333333,10,17.3333333333333,69,-231.2,0.653333333333333,5.53333333333333,6.45,0,0.95,1.01786666666667,0.4311,173.2,1.13333333333333,1255,16.24,19.3929407816988,13.070126777081,4.22222919555554,0,0,4.22222919555554,60.254678760393,0,0,0,77.5470347330296,3.06002448527164,3.06002448527164,"7AD"
594002,32.3333333333333,50,11.6666666666667,12,56,38,2.66666666666667,2,19.6666666666667,80,-211.1,0.4,5.33333333333333,6.2,0,1.3,0.8326,0.05205,159.8,1.2,1238,12.22,8.05012916318343,15,7.55556288888903,0,0,7.55556288888903,63.8055555555556,0,0,0,87.9781157744878,3.97175506232878,3.97175506232878,"7D"
594003,32.6666666666667,50,12.6666666666667,13,55,37.5,3.33333333333333,3,19,78.5,-209,0.626666666666667,5.4,6.05,0,1.05,1.0088,0.0634,159.8,1.1,1231,11.8,8.26232892579643,13.3713920762963,6.34286436000002,0,0,6.34286436000002,61.565657998424,0,0,0,81.2799144347203,10.4577566394833,10.4577566394833,"6D"
594004,30.6666666666667,51,10.3333333333333,10,59.6666666666667,39,2,1,20.6666666666667,83,-199.4,0.226666666666667,5.3,6.25,0,1.3,0.742533333333333,0.0486,179.9,1.23333333333333,1252,9.88,4.39409390793433,15,8.20000739000005,0,0,8.20000739000005,71.4264488017429,0,0,0,100.349592452516,-4.7436863604499,-4.7436863604499,"7D"
594005,16,45.5,17.6666666666667,17.5,33,37,2.33333333333333,2.5,16.3333333333333,78,-184,1.37666666666667,5.8,6.8,0,1.35,1.81693333333333,0.125,115.4,0.933333333333333,1202,6.8,13.3171707991872,7.6818757472714,1.20000644000015,0,0,1.20000644000015,58.2193139628733,0,0,0,67.1011961501448,19.581633050668,19.581633050668,"6D"
595001,50.3333333333333,72,8.33333333333333,1.5,42,26,0,0,19,82,-222.2,0.41,5.53333333333333,6.85,0,1.1,0.459466666666667,0.03025,162.2,1.13333333333333,1347,14.44,5.86243836581665,15,4.22222919555554,0,0,4.22222919555554,49.1453387533875,0,0,0,69.8060544562418,24.3315071779415,24.3315071779415,"5D"
595002,29,28.5,42,43.5,29.3333333333333,28,5,5,18.3333333333333,65,-226.3,0.16,6.93333333333333,6.95,0,0,0.423333333333333,0.18665,200,1.46666666666667,1407,15.26,26.4493257478374,15,0,0,0,0,47.1805555555556,0,0,0,70.4217127156419,3.12896153652069,3.12896153652069,"7AD"
595003,43,60,11.3333333333333,5.5,46,34.5,0,0,19,81,-218.2,0.396666666666667,5.5,6.95,0,1.4,0.456833333333333,0.1618,162.2,1.16666666666667,1390,13.64,6.72505480373408,15,4.71429275000008,0,0,4.71429275000008,53.7569654528478,0,0,0,75.1487522959674,18.1261929002985,18.1261929002985,"6D"
596001,29,28.5,42,43.5,29.3333333333333,28,5,5,18.3333333333333,65,-253.5,0.16,6.93333333333333,6.95,0,0,0.423333333333333,0.18665,200,1.46666666666667,1391,20.7,31.8893257478374,15,0,0,0,0,47.1805555555556,0,0,0,70.4217127156419,-2.31103846347931,-2.31103846347931,"7AD"
596002,20.6666666666667,35.5,21.6666666666667,11.5,57.6666666666667,53.5,0,0,19.6666666666667,85.5,-247.2,0.266666666666667,5.76666666666667,7.15,0,0.35,0.896666666666667,0.2742,200,1.23333333333333,1361,19.44,16.4585619861241,15,1.48889539888893,0,0,1.48889539888893,68.9675925925926,0,0,0,90.0047227423383,-6.46328472846244,-6.46328472846244,"7AD"
596003,20.6666666666667,35.5,21.6666666666667,11.5,57.6666666666667,53.5,0,0,19.6666666666667,85.5,-239.6,0.266666666666667,5.76666666666667,7.15,0,0.35,0.896666666666667,0.2742,200,1.23333333333333,1383,17.92,14.9385619861241,15,1.48889539888893,0,0,1.48889539888893,68.9675925925926,0,0,0,90.0047227423383,-4.94328472846243,-4.94328472846243,"7AD"
596004,18,25,23,17,58.6666666666667,58,0,0,19.6666666666667,82,-236,0.226666666666667,5.63333333333333,7.3,0,0.65,0.895333333333333,0.48895,200,1.26666666666667,1379,17.2,16.0839365262266,15,2.89841947888891,0,0,2.89841947888891,71.4590413943355,0,0,0,95.080597133997,-11.1645336602236,-11.1645336602236,"7AD"
596005,22.6666666666667,33.5,22,15.5,56,51,0,0,18,78.5,-239.8,0.686666666666667,5.96666666666667,7.1,0,0.8,1.00023333333333,0.34095,187.6,1.13333333333333,1390,17.96,15.9923524970493,12.710384851034,0.136514012222221,0,0,0.136514012222221,64.5237396619921,0,0,0,77.3706385252483,6.63700897770237,6.63700897770237,"7AD"
596006,39.6666666666667,56,13,1,48,43,0,0,20.6666666666667,88,-238.3,0.313333333333333,5.4,7.05,0,1.7,0.6143,0.0291,124.4,1.2,1374,17.66,9.97457401543089,15,6.34286436000002,0,0,6.34286436000002,57.2668715524035,0,0,0,81.9921114572126,8.03331452735655,8.03331452735655,"7AD"
596007,26.3333333333333,25.5,46,50.5,28,24.5,4,4,16.6666666666667,59,-246.7,0.28,6.8,6.95,0,0,1.07,0.36,200,1.33333333333333,1436,19.34,32.7024870870567,15,0,0,0,0,41.1907936507937,0,0,0,60.3863086432269,6.91120426971631,6.91120426971631,"7AD"
596008,15,21,43,48.5,42.6666666666667,31,0.333333333333333,1,13.3333333333333,57.5,-235.2,1.48,6.26666666666667,7.15,0,0.2,1.76266666666667,0.43035,200,0.966666666666667,1401,17.04,28.2627132486638,7.15863940195695,0,0,0,0,65.2403003003003,0,0,0,72.3989397022573,-0.661652950921081,-0.661652950921081,"7AD"
596009,5.66666666666667,11,50,76.5,10.6666666666667,12.5,0.333333333333333,0,8.33333333333333,34,-225.9,2.01,6.2,6.7,0,0,2.77666666666667,1.3882,200,0.866666666666667,1387,15.18,45.3458333333333,4.94579749290307,0,0,0,0,67.9671144278607,0,0,0,72.9129119207638,-18.2587452540971,-18.2587452540971,"7MD"
596010,8.33333333333333,16,45.3333333333333,66.5,13.3333333333333,17,0.333333333333333,1,9.33333333333333,42.5,-227.1,2.01333333333333,6.33333333333333,6.95,0,0,2.36246666666667,0.86745,200,0.833333333333333,1403,15.42,39.9493219788644,4.93381849927573,0,0,0,0,67.1454255580083,0,0,0,72.0792440572841,-12.0285660361485,-12.0285660361485,"7MD"
597001,29,28.5,42,43.5,29.3333333333333,28,5,5,18.3333333333333,65,-224.8,0.16,6.93333333333333,6.95,0,0,0.423333333333333,0.18665,200,1.46666666666667,1379,14.96,26.1493257478374,15,0,0,0,0,47.1805555555556,0,0,0,70.4217127156419,3.42896153652069,3.42896153652069,"7D"
597002,13.3333333333333,39.5,22,25,31,35.5,4,5,15.3333333333333,76.5,-197.1,0.896666666666667,5.5,5.4,0,0.05,2.1331,0.10665,200,1.03333333333333,1299,9.42,19.4613093732656,10.7813474579695,4.71429275000008,0,0,6.34286436000002,50.4262522373675,6.34286436000002,0,0,67.550464055337,12.9882265713974,12.9882265713974,"6D"
597003,31.3333333333333,47.5,13.6666666666667,15,54.6666666666667,37.5,2,1,20,81.5,-199.3,0.346666666666667,5.56666666666667,6.6,0.0666666666666667,2.1,0.796766666666667,0.0607,132.5,1.2,1342,9.86,6.61173232364856,15,3.75556246555567,0,0,3.75556246555567,63.4959829059829,0,1.12416417639257,0,84.903064635631,8.48520304072044,8.48520304072044,"7D"
597004,14.6666666666667,26.5,33.6666666666667,25,51.6666666666667,48.5,1,1,15.6666666666667,77.5,-194.5,0.696666666666667,5.86666666666667,6.85,0,0.45,1.5289,0.5358,200,1.13333333333333,1340,8.9,12.5884925156035,12.6058627267155,0.698418995555585,0,0,0.698418995555585,63.0733315612263,0,0,0,76.3776132834974,11.033894200899,11.033894200899,"6D"
597005,23.6666666666667,50,12,11,64.6666666666667,39,2.33333333333333,1,19.6666666666667,81.5,-190.1,0.51,5.56666666666667,6.65,0,1.25,1.0185,0.0783,157.7,1.13333333333333,1323,8.02,3.32349878577478,14.8606614191454,3.75556246555567,0,0,3.75556246555567,71.5519607843137,0,0,0,90.1681846690148,6.50831654521045,6.50831654521045,"7D"
598001,31.3333333333333,49.5,14,14.5,54.3333333333333,36.5,3.33333333333333,1.5,19.6666666666667,76.5,-190.6,0.29,5.63333333333333,7,0.266666666666667,3.25,0.702266666666667,0.0463,70.8,1.2,1213,8.12,5.09287382709838,15,2.89841947888891,0,0,13.0422215483913,64.3395785440613,0,13.0422215483913,0,96.3236286696566,-1.41650249675494,-1.41650249675494,"7D"
598002,36.6666666666667,54.5,18.6666666666667,14,44.6666666666667,32,3.33333333333333,1.5,19.6666666666667,76.5,-187.9,0.41,5.9,7,0.5,3.8,0.7522,0.028,83.4,1.23333333333333,1235,7.58,5.45224118235722,15,0.485720510000078,0,0,18.1982315108135,53.3153387533875,0,18.1982315108135,0,87.9520567714998,6.595702046143,6.595702046143,"7DN"
598003,28,41,28,23.5,44,35.5,4,4,20,78,-180.8,0.153333333333333,4.96666666666667,5.6,0,0.7,0.743466666666667,0.079,159.8,1.3,1212,6.16,9.20615484788131,15,16.0412777455556,0,0,16.0412777455556,61.7354589371981,3.31429256000007,0,0,101.32557095711,-10.5317258049911,-10.5317258049911,"7DV"
598004,34,47,17.3333333333333,15.5,48.3333333333333,38.5,2.66666666666667,1.5,19.6666666666667,79,-201.4,0.326666666666667,5.53333333333333,6.5,0,1.3,0.773833333333333,0.0491,113.6,1.23333333333333,1249,10.28,8.0231518572994,15,4.22222919555554,0,0,4.22222919555554,57.9100982615268,0,0,0,80.2134377026762,11.7634104400244,11.7634104400244,"6D"
598005,28.3333333333333,48.5,16.3333333333333,14.5,55.3333333333333,37.5,3.66666666666667,2,19.6666666666667,76,-215.8,0.493333333333333,5.8,6.95,0,1.9,0.783066666666667,0.03925,100.4,1.16666666666667,1264,13.16,10.7757521830931,15,1.20000644000015,0,0,1.20000644000015,63.0868268268268,0,0,0,79.3876935581104,9.83655425879653,9.83655425879653,"7D"
599001,42.3333333333333,58,12,9,46.3333333333333,33,2,1,19.3333333333333,80.5,-201.2,0.49,5.9,7,0.266666666666667,3.35,0.592666666666667,0.02695,76.3,1.13333333333333,1294,10.24,4.91062316282118,15,0.485720510000078,0,0,14.0028269446423,53.286485260771,0,14.0028269446423,0,82.4391850301935,12.6501918069853,12.6501918069853,"6D"
599002,39.3333333333333,63.5,13,7.5,48,30,1,1,18.3333333333333,79.5,-197.1,0.813333333333333,5.86666666666667,7.3,0.0666666666666667,3,0.729766666666667,0.026,81.8,1.06666666666667,1295,9.42,3.59386581246781,11.4865182318192,0.698418995555585,0,0,10.59242217486,54.5078445658773,0,10.59242217486,0,76.5867849725565,19.8193492149757,19.8193492149757,"6D"
599003,13.3333333333333,27,31.6666666666667,23.5,55,50,0.666666666666667,0,15.6666666666667,83.5,-214,0.776666666666667,6.13333333333333,7.35,0,0.9,2.1611,0.65845,200,1.1,1342,12.8,15.2822169796706,11.820005159294,0,0,0,0,66.4170322683198,0,0,0,78.2370374276138,6.48074559271556,6.48074559271556,"7D"
600001,26.3333333333333,25.5,46,50.5,28,24.5,4,4,16.6666666666667,59,-218.5,0.28,6.8,6.95,0,0,1.07,0.36,200,1.33333333333333,1348,13.7,27.0624870870567,15,0,0,0,0,41.1907936507937,0,0,0,60.3863086432269,12.5512042697163,12.5512042697163,"6D"
600002,14,15,33,37,53.3333333333333,48,0,0,14,59.5,-214.9,1.39666666666667,5.9,7.05,0,0.45,1.78933333333333,0.9989,200,0.933333333333333,1286,12.98,19.0010217231404,7.57760488678161,0.485720510000078,0,0,0.485720510000078,70.331457615133,0,0,0,78.3947830119147,2.60419526494489,2.60419526494489,"7D"
600003,4.66666666666667,8.5,52.3333333333333,81.5,9.33333333333333,10,0,0,7.33333333333333,29,-218.1,2.07333333333333,5.9,6.35,0,0,3.3511,1.6555,200,0.866666666666667,1346,13.62,49.245,4.72152301928275,0.485720510000078,0,0,0.485720510000078,69.9746766702394,0,0,0,75.1819201995222,-24.4269201995222,-24.4269201995222,"7MD"
600004,20.6666666666667,45.5,31,21.5,48.3333333333333,33,2.66666666666667,1.5,16,74,-205.8,0.836666666666667,5.73333333333333,6.25,0,0.45,1.23356666666667,0.17595,200,1.13333333333333,1293,11.16,13.7383919061404,11.2820389560869,1.80318118222226,0,0,1.80318118222226,59.9669366976538,0,0,0,73.052156835963,13.2094512578966,13.2094512578966,"6D"
600005,4.66666666666667,8.5,52.3333333333333,81.5,9.33333333333333,10,0,0,7.33333333333333,29,-205.2,2.07333333333333,5.9,6.35,0,0,3.3511,1.6555,200,0.866666666666667,1343,11.04,46.665,4.72152301928275,0.485720510000078,0,0,0.485720510000078,69.9746766702394,0,0,0,75.1819201995222,-21.8469201995222,-21.8469201995222,"7MD"
