"slc","claySurface","claySubsurface","sandSurface","sandSubsurface","siltSurface","siltSubsurface","cfSurface","cfSubsurface","awhcSurface","awhcSubsurface","ppe","ocSurfacePerc","surfacePH","subsurfacePH","surfaceEC","subsurfaceEC","sarSurface","sarSubsurface","E_DEPTH","bd","egdd","a","m","f","v","n","y","c","d","sv","sn","sy","surfaceDeduction","prelimRating","points","class"
243004,15,29,22,38.5,30,32,2.33333333333333,3,12.3333333333333,48,-250.6,2.51666666666667,5.4,6.2,0,0,2.70666666666667,0.28935,176.6,0.666666666666667,1230,20.12,32.7622903080954,3.32064213774533,6.34286436000002,0,0,6.34286436000002,0,0,0,0,9.66350649774536,57.5742031941592,57.5742031941592,"3M"
243005,13.6666666666667,21.5,28,50.5,25,28,3,4,12,45.5,-251.8,2.42333333333333,5.2,6.1,0,0,2.61333333333333,0.3,176.6,0.733333333333333,1250,20.36,37.4045742227373,3.59384737197494,10.28572184,0,0,10.28572184,75.5753405675276,0,0,0,89.4549097795026,-26.8594840022399,-26.8594840022399,"7MD"
244029,15,49,14,16,37.6666666666667,35,0.666666666666667,1.5,11,54,-218.2,2.94,4.6,5.1,0,0,2.81466666666667,0.1724,200,0.5,1257,13.64,18.5120591440918,2.19666846694097,27.60000836,0,0,27.60000836,0,12.6000077100001,0,0,29.796676826941,51.6912640289672,51.6912640289672,"3V"
244039,19,55.5,7.33333333333333,10,40.3333333333333,34.5,0,1,14.3333333333333,67.5,-237.4,2.44666666666667,5.46666666666667,6.2,0.166666666666667,0.55,2.17916666666667,0.09055,142.4,0.633333333333333,1251,17.48,19.0971157436811,3.52457203421152,5.23175312888895,0,0,5.23175312888895,74.5210576243819,0,0,0,83.2773827874824,-2.37449853116343,-2.37449853116343,"7AD"
244040,15,46,8,14.5,43.6666666666667,39.5,0.333333333333333,1,8.33333333333333,37,-233.4,3.76333333333333,5.33333333333333,6.2,0,0,3.764,0.2295,153.2,0.366666666666667,1296,16.68,19.5908476076898,0.411781585118044,7.55556288888903,0,0,7.55556288888903,0,0,0,0,7.96734447400707,72.4418079183031,72.4418079183031,"2A"
244041,14.6666666666667,51,8.66666666666667,11.5,43.3333333333333,37.5,0,0.5,7.33333333333333,37,-235.6,3.64666666666667,4.5,5.3,0,0,4.16776666666667,0.22615,200,0.333333333333333,1321,17.12,19.3151790930106,0.63944433417716,31.28572275,0,0.0788117309607639,31.28572275,0,8.20000739000005,0,0,31.9251670841772,48.7596538228122,48.7596538228122,"3AV"
244043,21.6666666666667,49,27,14.5,51.3333333333333,37,1,1.5,10.6666666666667,54.5,-235.9,2.88,4.76666666666667,5.3,0,0,2.90466666666667,0.1724,200,0.533333333333333,1331,17.18,16.7176286476712,2.34573191292074,21.9650875322223,0,0,21.9650875322223,0,8.20000739000005,0,0,24.310819445143,58.9715519071858,58.9715519071858,"3AV"
244046,14.6666666666667,51,8.66666666666667,11.5,43.3333333333333,37.5,0,1,7.66666666666667,37,-249,3.83666666666667,5.4,6.15,0,0,3.78776666666667,0.22615,164.9,0.333333333333333,1241,19.8,22.1028436452709,0.272264042776355,6.34286436000002,0,0,6.34286436000002,0,0,0,0,6.61512840277638,71.2820279519527,71.2820279519527,"2A"
244047,29,56.5,7,8,31,36,0,0.5,13,66.5,-248.3,2.57666666666667,6.23333333333333,6.55,1.76666666666667,5.75,1.6686,0.0916,101.6,0.566666666666667,1284,19.66,20.4001869517307,3.15030994165097,0,0,0,34.3755627253785,0,0,34.3755627253785,0,37.5258726670295,42.0739403812398,42.0739403812398,"4AN"
244048,18,55,7.66666666666667,10,41,35,0,1,13,61.5,-256.7,2.68666666666667,5.43333333333333,6.15,0.1,0.35,2.56416666666667,0.11895,161.6,0.6,1246,21.34,23.0382189845551,2.84809039000228,5.77461033222238,0,0,5.77461033222238,0,0,0,0,8.62270072222466,68.3390802932202,68.3390802932202,"2A"
244050,14.6666666666667,60,4.66666666666667,5.5,14,34.5,0,0.5,9.33333333333333,66,-235.9,3.22,5.33333333333333,5.5,0,0,1.95133333333333,0.10835,200,0.366666666666667,1306,17.18,25.0597052458708,1.53900428035097,7.55556288888897,0,0,7.55556288888897,0,4.71429275000008,0,0,9.09456716923994,65.8457275848893,65.8457275848893,"2A"
244052,14.6666666666667,31,58.6666666666667,48.5,27,21.5,4.33333333333333,12,12.6666666666667,58,-254.6,0.613333333333333,5.73333333333333,6.1,0,0.35,1.98723333333333,0.9643,138.2,1.23333333333333,1263,20.92,37.7128838318916,13.5268673373305,1.80318118222226,0,0,1.80318118222226,43.0020128824477,0,0,0,58.3320614020004,3.95505476610801,3.95505476610801,"7MD"
244053,28.6666666666667,50.5,31,16.5,40.3333333333333,32.5,1,1.5,14.3333333333333,74.5,-240.7,1.90666666666667,6,5.95,0.1,0.65,0.840133333333333,0.2266,185,0.733333333333333,1325,18.14,19.3601153796027,5.32734808116325,0,0,0,0.214291827500062,61.3467443667444,0.214291827500062,0,0,66.8883842754077,13.7515003449896,13.7515003449896,"6AD"
244054,14.6666666666667,53.5,9,10.5,43,37,0,1.5,14,71,-218.2,2.5,5.26666666666667,5.7,0,0,2.03243333333333,0.085,200,0.6,1296,13.64,15.6522912848397,3.3686776699568,8.86984871555558,0,0,8.86984871555558,0,2.14286379000009,0,0,12.2385263855124,72.1091823296479,72.1091823296479,"2"
244055,18,55,7.66666666666667,10,41,35,0,1,13,61.5,-259.3,2.68666666666667,5.43333333333333,6.15,0.1,0.35,2.56416666666667,0.11895,161.6,0.6,1251,21.86,23.5582189845551,2.84809039000228,5.77461033222238,0,0,5.77461033222238,0,0,0,0,8.62270072222466,67.8190802932203,67.8190802932203,"2A"
244056,17.6666666666667,55.5,8,9.5,41.3333333333333,35,0,1,14,67.5,-248.5,2.51,5.4,5.95,0.1,0.35,2.09593333333333,0.0921,161.6,0.633333333333333,1265,19.7,21.2777806718572,3.33981806676049,6.34286436000002,0,0,6.34286436000002,0,0.214291827500062,0,0,9.68268242676051,69.0395369013823,69.0395369013823,"2A"
244058,31.6666666666667,52,20.3333333333333,14,48,34,1.66666666666667,3,12.6666666666667,63,-241.8,2.04,6,6.8,0,2.15,1.663,0.10455,122.7,0.666666666666667,1241,18.36,16.734878517674,4.83869448211975,0,0,0,1.68025173654532,63.0521568627451,0,1.68025173654532,0,69.5711030814102,13.6940184009159,13.6940184009159,"6AD"
244059,14.6666666666667,52,9,10.5,43,37.5,0,1,13,66,-207.7,2.67333333333333,5.3,5.9,0,0,2.50066666666667,0.10515,200,0.566666666666667,1260,11.54,13.6830702607491,2.88405723533388,8.20000739000005,0,0,8.20000739000005,0,0.485720510000078,0,0,11.0840646253339,75.232865113917,75.232865113917,"2"
244060,15.6666666666667,14.5,24.6666666666667,48,26.6666666666667,37.5,1.66666666666667,3,14,61.5,-241.6,1.34,6.26666666666667,7.4,0,0,2.06563333333333,1.13715,200,0.866666666666667,1284,18.32,33.6514034313417,7.87703491371669,0,0,0,0,54.2901160862355,0,0,0,62.1671509999522,4.1814455687061,4.1814455687061,"7MD"
244061,29,48.5,19.6666666666667,18,51,33,1.66666666666667,3,16,62,-226.2,1.24,5.63333333333333,7.2,0,3.7,1.80866666666667,0.10845,89,0.966666666666667,1225,15.24,14.5971739367265,8.43772828599624,2.89841947888891,0,0,17.2832515387424,61.2827956989247,0,17.2832515387424,0,87.0037755236633,-1.60094946038981,-1.60094946038981,"7ADN"
244062,16.6666666666667,46.5,39,20.5,44.3333333333333,33.5,1,2,14,68.5,-230.4,1.97666666666667,5.43333333333333,5.85,0,0,2.2289,0.14725,200,0.8,1281,16.08,20.0434325021665,5.06669196570741,5.77461033222238,0,0,5.77461033222238,71.2947554806071,0.814292047500032,0,0,82.1360577785369,-2.17949028070333,-2.17949028070333,"7AD"
244063,13.3333333333333,33,12,18.5,42,49.5,0,0,9.33333333333333,43,-216.6,3.22333333333333,5.1,6.1,0,0.2,3.85866666666667,0.32765,200,0.433333333333333,1266,13.32,17.5161988034749,1.53152438211514,12.6000077100001,0,0,12.6000077100001,0,0,0,0,14.1315320921153,68.3522691044098,68.3522691044098,"2"
244064,24.3333333333333,50,14.3333333333333,12.5,61.3333333333333,38,1.33333333333333,2,17.3333333333333,76.5,-222.1,1.06,5.63333333333333,6.45,0,1.6,1.53486666666667,0.08735,134.5,1.06666666666667,1239,14.42,10.6037392933942,9.57159285885227,2.89841947888891,0,0,2.89841947888891,68.7562683438155,0,0,0,81.2262806815567,8.16998002504913,8.16998002504913,"7D"
244065,16.6666666666667,46.5,39,20.5,44.3333333333333,33.5,1,2,14,68.5,-230.2,1.97666666666667,5.43333333333333,5.85,0,0,2.2289,0.14725,200,0.8,1267,16.04,20.0034325021665,5.06669196570741,5.77461033222238,0,0,5.77461033222238,71.2947554806071,0.814292047500032,0,0,82.1360577785369,-2.13949028070334,-2.13949028070334,"7AD"
244066,22.6666666666667,45.5,15.3333333333333,16,62.3333333333333,39.5,4,4,18.3333333333333,78,-187.1,0.6,5.66666666666667,6.6,0,1.55,1.0952,0.0711,115.4,1.1,1176,7.42,5.44424217296194,13.6857599092296,2.50794322222237,0,0,2.50794322222237,69.5,0,0,0,85.6937031314519,8.86205469558612,8.86205469558612,"7D"
244067,18.6666666666667,54,7,9,41.3333333333333,37,0.666666666666667,2.5,14.3333333333333,71,-260.2,2.32333333333333,4.9,5.45,0,0,2.1031,0.09235,200,0.666666666666667,1297,22.04,23.6834742969651,3.89849867095936,17.9142937100001,0,0,17.9142937100001,73.3871512832775,5.50000712750011,0,0,95.199943664237,-18.8834179612021,-18.8834179612021,"7ADV"
244068,20.6666666666667,44.5,38.6666666666667,19,40.6666666666667,37,1.66666666666667,1.5,12.6666666666667,66.5,-208.1,1.86,5.7,6.15,0,0.4,2.11613333333333,0.22765,200,0.8,1257,11.62,15.1458129316171,5.50649086518262,2.14286379000009,0,0,2.14286379000009,65.9840860215054,0,0,0,73.6334406766881,11.2207463916948,11.2207463916948,"6D"
244069,9.33333333333333,25,34,24,56.6666666666667,51,0,1.5,14.6666666666667,81,-216.3,1.43333333333333,6.13333333333333,6.55,0,0,2.21333333333333,0.4815,200,0.966666666666667,1271,13.26,16.7197813763388,7.39026217480933,0,0,0,0,74.6552971576227,0,0,0,82.0455593324321,1.23465929122912,1.23465929122912,"7D"
244070,18.6666666666667,46.5,10,15.5,38,39,3,4,15.6666666666667,72.5,-199.1,1.66333333333333,5.66666666666667,6.45,0,1.15,1.723,0.0994,129.5,0.833333333333333,1237,9.82,14.2076024519376,6.31438821071958,2.50794322222237,0,0,2.50794322222237,63.52893193795,0,0,0,72.3512633708919,13.4411341771705,13.4411341771705,"6D"
245001,20.6666666666667,42.5,14.6666666666667,22.5,31.6666666666667,36.5,3,4.5,11,56,-181.9,2.65,5.5,5.8,0,0,2.3,0.4024,200,0.666666666666667,1223,6.38,13.4046743289564,2.94743302880907,4.71429275000008,0,0,4.71429275000008,0,1.20000644000015,0,0,7.66172577880916,78.9335998922345,78.9335998922345,"2"
245002,23,43,13,20.5,31,36,3.66666666666667,6,13,59.5,-176.1,2.21,5.43333333333333,5.5,0,0,1.792,0.2627,200,0.733333333333333,1218,5.22,12.2272371321685,4.26004005463859,5.77461033222238,0,0,5.77461033222238,66.0178883861237,4.71429275000008,0,0,76.0525387729847,11.7202240948469,11.7202240948469,"6D"
245003,20.6666666666667,42.5,14.6666666666667,22.5,31.6666666666667,36.5,3,4.5,11,56,-179.9,2.65,5.5,5.8,0,0,2.3,0.4024,200,0.666666666666667,1210,5.98,13.0046743289564,2.94743302880907,4.71429275000008,0,0,4.71429275000008,0,1.20000644000015,0,0,7.66172577880916,79.3335998922344,79.3335998922344,"2"
245004,22,47,11,16.5,33.6666666666667,36,1.33333333333333,2.5,7.66666666666667,39,-187.5,3.75333333333333,5.5,5.7,0,0,3.14333333333333,0.65105,200,0.366666666666667,1241,7.5,12.1788982587435,0.431017040368785,4.71429275000008,0,0,4.71429275000008,0,2.14286379000009,0,0,5.14530979036887,82.6757919508877,82.6757919508877,"1"
245005,22,47,11,16.5,33.6666666666667,36,1.33333333333333,2.5,7.66666666666667,39,-186.7,3.75333333333333,5.5,5.7,0,0,3.14333333333333,0.65105,200,0.366666666666667,1202,7.34,12.0188982587435,0.431017040368785,4.71429275000008,0,0,4.71429275000008,0,2.14286379000009,0,0,5.14530979036887,82.8357919508877,82.8357919508877,"1"
245006,23,43,13,20.5,31,36,3.66666666666667,6,13,59.5,-159.6,2.21,5.43333333333333,5.5,0,0,1.792,0.2627,200,0.733333333333333,1167,1.92,8.92723713216847,4.26004005463859,5.77461033222238,0,0,5.77461033222238,66.0178883861237,4.71429275000008,0,0,76.0525387729847,15.0202240948469,15.0202240948469,"6D"
249006,13.6666666666667,21.5,28,50.5,25,28,2.33333333333333,3,8,39,-202.9,4,5.33333333333333,6.15,0,0,2.94666666666667,0.32215,200,0.4,1176,10.58,27.4414160704301,0,7.55556288888897,0,0,7.55556288888897,0,0,0,0,7.52643345186336,65.0321504777065,65.0321504777065,"2"
250002,25.3333333333333,39,16.3333333333333,32,24.6666666666667,29.5,1.33333333333333,2,14,53,-192.2,2.02,5.63333333333333,6.4,0,0,2.41,0.2202,200,0.8,1160,8.44,17.8357275759084,4.90991989569344,2.89841947888891,0,0,2.89841947888891,59.5709570957096,0,0,0,67.3792964702919,14.7849759537997,14.7849759537997,"6D"
250004,13.6666666666667,24.5,28,47,25,28,2.33333333333333,6.5,12,53,-204.7,2.37333333333333,5.36666666666667,6.5,0,0,2.56933333333333,0.3415,200,0.733333333333333,1091,10.94,27.5404663929179,3.74456834885731,6.93651521222228,0,0,6.93651521222228,74.5748522679983,0,0,0,85.2559358290779,-12.7964022219959,-12.7964022219959,"7D"
251002,13.6666666666667,21.5,28,50.5,25,28,2.33333333333333,3,5.66666666666667,32.5,-186.2,5.08666666666667,5.26666666666667,6.15,0,0,3.02466666666667,0.3,200,0.233333333333333,1089,7.23999999999999,24.1014160704301,0,8.86984871555558,0,0,8.86984871555558,0,0,0,0,7.10330830252343,68.7952756270465,68.7952756270465,"2"
251003,13.6666666666667,21.5,28,50.5,25,28,2.33333333333333,3,9,42,-194,3.52,5.36666666666667,6.15,0,0,2.804,0.34435,200,0.533333333333333,1070,8.8,25.6614160704301,0.895019040131606,6.93651521222228,0,0,6.93651521222228,0,0,0,0,7.83153425235388,66.507049677216,66.507049677216,"2"
251004,13.6666666666667,21.5,28,50.5,25,28,2.33333333333333,3,9.33333333333333,40,-184.9,3.39333333333333,5.3,6.15,0,0,3.01133333333333,0.32215,200,0.533333333333333,1138,6.98,23.8414160704301,1.1599611274942,8.20000739000005,0,0,8.20000739000005,0,0,0,0,9.35996851749425,66.7986154120756,66.7986154120756,"2"
251005,13.6666666666667,26,28,45.5,25,29,1.66666666666667,7,11.3333333333333,52,-174.9,2.63333333333333,5.4,6.6,0,0,2.748,0.35535,200,0.633333333333333,1002,4.98,21.0159202504007,2.99304403815049,6.34286436000002,0,0,6.34286436000002,0,0,0,0,9.33590839815052,69.6481713514488,69.6481713514488,"2"
251006,13.6666666666667,21.5,28,50.5,25,28,2.33333333333333,3,9,42,-173.4,3.52,5.36666666666667,6.15,0,0,2.804,0.34435,200,0.533333333333333,1000,4.68,21.5414160704301,0.895019040131606,6.93651521222228,0,0,6.93651521222228,0,0,0,0,7.83153425235388,70.627049677216,70.627049677216,"2"
251007,13.6666666666667,21.5,28,50.5,25,28,3,4,11.6666666666667,48,-159.8,2.55666666666667,5.33333333333333,6.1,0,0,2.452,0.34435,200,0.733333333333333,970,1.96,19.0045742227373,3.20664259811691,7.55556288888897,0,0,7.55556288888897,0,0,0,0,10.7622054870059,70.2332202902568,70.2332202902568,"2"
251008,13.6666666666667,21.5,28,50.5,25,28,3,4,11.6666666666667,48,-168.2,2.55666666666667,5.33333333333333,6.1,0,0,2.452,0.34435,200,0.733333333333333,979,3.64,20.6845742227373,3.20664259811691,7.55556288888897,0,0,7.55556288888897,0,0,0,0,10.7622054870059,68.5532202902568,68.5532202902568,"2"
251009,13.6666666666667,24.5,28,47,25,28,2.33333333333333,6.5,12,53,-158.3,2.37333333333333,5.36666666666667,6.5,0,0,2.56933333333333,0.3415,200,0.733333333333333,1062,1.66,18.260466392918,3.74456834885731,6.93651521222228,0,0,6.93651521222228,74.5748522679983,0,0,0,85.2559358290779,-3.51640222199586,-3.51640222199586,"7D"
251010,13.6666666666667,21.5,28,50.5,25,28,3,4,11.6666666666667,48,-134.8,2.55666666666667,5.33333333333333,6.1,0,0,2.452,0.34435,200,0.733333333333333,1001,0,14.0045742227373,3.20664259811691,7.55556288888897,0,0,7.55556288888897,0,0,0,0,10.7622054870059,75.2332202902568,75.2332202902568,"2"
