"slc","ppe","egdd","esm","efm","eff","moistureDeduction","temperatureDeduction","basicClimateRating","springMoisture","fallMoisture","fallFrost","points","class"
985007,-50.9,637,24.7,44.4,0,0,83.15,16.85,7.47,4.44,0,14.843165,"6H"
413016,-239.9,1839,14.3,6.7,0,17.98,0,82.02,6.43,0.67,0,76.19658,"2A"
849002,-215.8,1736,-8.8,-7.4,0,13.16,0,86.84,4.12,0,0,83.262192,"1"
976006,-240.6,1136,-23,-12.9,0,18.12,46.4,53.6,2.7,0,0,52.1528,"3AH"
1008017,-183.9,785,23.7,-14.2,0,6.78,75.75,24.25,7.37,0,0,22.462775,"5H"
364011,-163.6,1269,4.1,33.8,0,2.72,33.1,66.9,5.41,3.38,0,61.01949,"2H"
513011,-27.2,1638,79.5,35.3,0,0,0,103.8,10,3.53,0,89.75586,"1"
540075,-127.3,1968,31.7,23.3,0,0,0,104.54,8.17,2.33,0,93.5633,"1"
468019,-63.3,1256,72.9,49.4,0,0,34.4,65.6,10,4.94,0,55.79936,"3H"
1014002,-252.2,1145,-4.2,-2.6,0,20.44,45.5,54.5,4.58,0,0,52.0039,"3AH"
690014,-261.3,1383,-12,-15.3,0,22.26,21.7,77.74,3.8,0,0,74.78588,"2AH"
265005,-121.1,662,12.7,32.6,0,0,81.9,18.1,6.27,3.26,0,16.37507,"6H"
816018,-331.2,1682,-29.8,-36.6,0,36.24,0,63.76,2.02,0,0,62.472048,"2A"
755003,-291.9,1561,-18.4,-25.9,0,28.38,3.89999999999998,71.62,3.16,0,0,69.356808,"2A"
471018,-19,1283,87.4,60.1,0,0,31.7,68.3,10,6.01,0,57.36517,"3H"
615002,-143.5,1235,-16.7,10.8,0,0,36.5,63.5,3.33,1.08,0,60.69965,"2H"
513007,-45.7,1624,74.1,35.6,0,0,0,102.4,10,3.56,0,88.51456,"1"
686004,-228.1,1330,-15.1,-7.2,0,15.62,27,73,3.49,0,0,70.4523,"2AH"
11011,64.9,235,35,65.2,0,0,103.25,-3.25,8.5,6.52,0,-2.76185,"7H"
314004,27.1,676,50.9,69.1,0,0,81.2,18.8,10,6.91,0,15.62092,"6H"
625001,-100,1071,-17.1,9.6,0,0,52.9,47.1,3.29,0.96,0,45.09825,"3H"
252002,-203.8,1222,-13.1,12.5,0,10.76,37.8,62.2,3.69,1.25,0,59.12732,"3H"
470008,-35,1153,68.5,54,0,0,44.7,55.3,10,5.4,0,46.7838,"3H"
270016,-59.3,621,20.6,47.6,0,0,83.95,16.05,7.06,4.76,0,14.15289,"6H"
175009,-69.7,459,14.5,36,0,0,92.05,7.95,6.45,3.6,0,7.151025,"7H"
569001,-183.2,2278,30.8,9.9,0,6.64,0,93.36,8.08,0.99,0,84.892248,"1"
920051,-50.5,481,8.7,48.3,0,0,90.95,9.05,5.87,4.83,0,8.08165,"7H"
460002,52.3,1181,62.7,68.8,0,0,41.9,58.1,10,6.88,0,48.29272,"3H"
432025,-2.6,907,43.6,77.7,0,0,69.3,30.7,9.36,7.77,0,25.44109,"5H"
315003,9,781,44.4,73,0,0,75.95,24.05,9.44,7.3,0,20.02403,"5H"
769004,-262.8,1437,-26.9,-22.4,0,22.56,16.3,77.44,2.31,0,0,75.651136,"2AH"
281004,-101.6,745,20.9,46.1,0,0,77.75,22.25,7.09,4.61,0,19.64675,"6H"
486011,-91.8,1380,41.6,31.3,0,0,22,78,9.16,3.13,0,68.4138,"2H"
529003,-11.9,1535,90.9,39.4,0,0,6.5,93.5,10,3.94,0,80.4661,"1"
218006,-191.9,923,9.8,28.1,0,8.38,67.7,32.3,5.98,2.81,0,29.46083,"5H"
731013,-231.8,1435,-25.4,-17.2,0,16.36,16.5,83.5,2.46,0,0,81.4459,"1AH"
937007,-114.3,494,23.1,75.3,0,0,90.3,9.7,7.31,7.53,0,8.26052,"7H"
105008,94.1,62,22.6,50.3,0,0,111.9,-11.9,7.26,5.03,0,-10.43749,"7H"
175005,-65.7,413,14.6,35.1,0,0,94.35,5.65000000000001,6.46,3.51,0,5.08669500000001,"7H"
918029,-136,497,7.4,51.6,0,0,90.15,9.84999999999999,5.74,5.16,0,8.77635,"7H"
959001,-73,1669,97.3,44.8,0,0,0,106.9,10,4.48,0,91.42088,"1"
185001,-7.6,229,15.5,36.5,0,0,103.55,-3.55,6.55,3.65,0,-3.1879,"7H"
248007,-210,1330,-17.4,8.1,0,12,27,73,3.26,0.81,0,70.0289,"2H"
468018,-66.3,1267,71.9,47.6,0,0,33.3,66.7,10,4.76,0,56.85508,"3H"
489023,-94.2,1490,51.4,28.8,0,0,11,89,10,2.88,0,77.5368,"2"
385006,-152,1241,7.5,43.4,0,0.399999999999999,35.9,64.1,5.75,4.34,0,57.63231,"3H"
423010,-135.9,1516,19.1,42.4,0,0,8.40000000000001,91.6,6.91,4.24,0,81.3866,"1"
955003,-77.2,1171,99.2,47,0,0,42.9,57.1,10,4.7,0,48.7063,"3H"
1002014,-147.1,563,32.7,2,0,0,86.85,13.15,8.27,0.2,0,12.036195,"6H"
421002,-18.6,1214,47.4,63.2,0,0,38.6,61.4,9.74,6.32,0,51.53916,"3H"
495009,-139.3,1695,46,15,0,0,0,102.14,9.6,1.5,0,90.80246,"1"
948015,-241.5,836,5.3,-11.1,0,18.3,73.2,26.8,5.53,0,0,25.31796,"5AH"
934025,-16.9,579,10.9,36.8,0,0,86.05,13.95,6.09,3.68,0,12.587085,"6H"
954050,-102.4,1526,116.9,37.4,0,0,7.40000000000001,92.6,10,3.74,0,79.87676,"2"
441009,-98.7,1431,25,49.4,0,0,16.9,83.1,7.5,4.94,0,72.76236,"2H"
394003,-107.3,1057,15.1,55.9,0,0,54.3,45.7,6.51,5.59,0,40.1703,"4H"
969012,-174.4,1073,-12.1,15.2,0,4.88,52.7,47.3,3.79,1.52,0,44.78837,"4H"
484001,-51.4,1426,53.7,33.3,0,0,17.4,82.6,10,3.33,0,71.58942,"2H"
920027,-68.6,455,9.6,56.3,0,0,92.25,7.75,5.96,5.63,0,6.851775,"7H"
337003,-182.2,1084,4.6,37.5,0,6.44,51.6,48.4,5.46,3.75,0,43.94236,"4H"
974030,-259.2,1300,-27.1,-1.3,0,21.84,30,70,2.29,0,0,68.397,"2AH"
308007,23.4,530,45.5,73.1,0,0,88.5,11.5,9.55,7.31,0,9.5611,"7H"
935015,-156.6,813,-8.7,20.4,0,1.32,74.35,25.65,4.13,2.04,0,24.067395,"5H"
881006,-256.5,1014,-19.2,11.3,0,21.3,58.6,41.4,3.08,1.13,0,39.65706,"4AH"
409004,-156.1,1581,20.5,41.2,0,1.22,1.89999999999998,98.1,7.05,4.12,0,87.14223,"1"
825007,-326.3,1579,-26.2,-36.1,0,35.26,2.09999999999999,64.74,2.38,0,0,63.199188,"2A"
697002,-266.5,1480,-12.1,-2.5,0,23.3,12,76.7,3.79,0,0,73.79307,"2A"
985006,-64.5,670,23.2,41.5,0,0,81.5,18.5,7.32,4.15,0,16.37805,"6H"
352007,-166.5,1120,0.8,39,0,3.3,48,52,5.08,3.9,0,47.3304,"3H"
678008,-174.2,1306,-19.5,-3.3,0,4.84,29.4,70.6,3.05,0,0,68.4467,"2H"
472009,-6.3,1161,81.6,62.2,0,0,43.9,56.1,10,6.22,0,47.00058,"3H"
285020,-71.7,804,23.4,77.6,0,0,74.8,25.2,7.34,7.76,0,21.3948,"5H"
463011,115.6,1054,88.6,79.1,0,0,54.6,45.4,10,7.91,0,37.26886,"4H"
242028,-234.3,1173,-6.6,10.8,0,16.86,42.7,57.3,4.34,1.08,0,54.19434,"3AH"
591048,-191.6,1162,-18.3,2.8,0,8.32,43.8,56.2,3.17,0.28,0,54.2611,"3H"
973009,-103.9,579,35.2,55.2,0,0,86.05,13.95,8.52,5.52,0,11.99142,"6H"
181005,-43.3,440,16,40.2,0,0,93,7,6.6,4.02,0,6.2566,"7H"
250001,-154.8,932,6.1,25.3,0,0.960000000000001,66.8,33.2,5.61,2.53,0,30.49752,"4H"
782007,-318,1607,-24.7,-28.8,0,33.6,0,66.4,2.53,0,0,64.72008,"2A"
551017,-209.6,1996,19.1,9.5,0,11.92,0,88.08,6.91,0.95,0,81.156912,"1"
471001,-14.6,1185,83,62.6,0,0,41.5,58.5,10,6.26,0,48.9879,"3H"
551008,-177.8,1915,27.1,20.6,0,5.56,0,94.44,7.71,2.06,0,85.213212,"1"
628005,-16.6,552,25.4,30.7,0,0,87.4,12.6,7.54,3.07,0,11.26314,"6H"
441021,-77.3,1460,26.7,54.7,0,0,14,86,7.67,5.47,0,74.6996,"2"
294005,4.2,636,32,83.7,0,0,83.2,16.8,8.2,8.37,0,14.01624,"6H"
441001,-77.2,1390,27.7,56,0,0,21,79,7.77,5.6,0,68.4377,"2H"
1008013,-169.7,739,24.6,-7.7,0,3.94,78.05,21.95,7.46,0,0,20.31253,"5H"
507033,-103.9,1667,59.5,21.5,0,0,0,106.7,10,2.15,0,93.73595,"1"
934016,50.8,435,18.5,46.4,0,0,93.25,6.75,6.85,4.64,0,5.974425,"7H"
1003011,-85.2,480,51.8,19.2,0,0,91,9,10,1.92,0,7.9272,"7H"
406009,-178.5,1325,14.9,39.7,0,5.7,27.5,72.5,6.49,3.97,0,64.9165,"2H"
503034,-146.3,1695,50.9,9.3,0,0,0,100.74,10,0.93,0,89.729118,"1"
736009,-305.5,1588,-19.6,-23.7,0,31.1,1.19999999999999,68.9,3.04,0,0,66.80544,"2A"
549004,-215.6,2102,29.3,17.2,0,13.12,0,86.88,7.93,1.72,0,78.49608,"2"
610013,-122.6,1214,-19.3,11.6,0,0,38.6,61.4,3.07,1.16,0,58.80278,"3H"
591010,-186.8,1197,-12.9,5.4,0,7.36,40.3,59.7,3.71,0.54,0,57.16275,"3H"
1017009,-137,743,39.8,4.2,0,0,77.85,22.15,8.98,0.42,0,20.0679,"5H"
662011,-252.8,1419,-10.4,4.2,0,20.56,18.1,79.44,3.96,0.42,0,75.960528,"2AH"
203003,-144.4,867,12.8,31.4,0,0,71.65,28.35,6.28,3.14,0,25.67943,"5H"
488005,-112.3,1478,50.3,20.2,0,0,12.2,87.8,10,2.02,0,77.24644,"2"
551012,-199,1956,20.3,9.7,0,9.8,0,90.2,7.03,0.97,0,82.984,"1"
971002,-127.8,676,12.2,40.8,0,0,81.2,18.8,6.22,4.08,0,16.8636,"6H"
995025,-206.9,903,22,-11.1,0,11.38,69.7,30.3,7.2,0,0,28.1184,"5H"
383005,-164,1340,8.6,32.1,0,2.8,26,74,5.86,3.21,0,67.2882,"2H"
472025,8.2,1175,83.8,66.3,0,0,42.5,57.5,10,6.63,0,47.93775,"3H"
401141,-138.6,1424,16,43.9,0,0,17.6,82.4,6.6,4.39,0,73.34424,"2H"
378001,-119.1,1538,3.9,39.8,0,0,6.19999999999999,93.8,5.39,3.98,0,85.01094,"1"
583007,-76.2,948,-1,22.1,0,0,65.2,34.8,4.9,2.21,0,32.32572,"4H"
496016,-82.8,1648,62.8,30.6,0,0,0,104.8,10,3.06,0,91.11312,"1"
1009014,-394.3,1495,-34.6,-62.7,0,48.86,10.5,51.14,1.54,0,0,50.352444,"3A"
741003,-292.7,1537,-16,-19.6,0,28.54,6.29999999999998,71.46,3.4,0,0,69.03036,"2A"
484005,-71,1386,48.8,34.7,0,0,21.4,78.6,9.88,3.47,0,68.1069,"2H"
701004,-285.5,1485,-15.7,-18.8,0,27.1,11.5,72.9,3.43,0,0,70.39953,"2A"
565011,-229.1,2265,29.2,-6,0,15.82,0,84.18,7.92,0,0,77.512944,"2A"
364002,-139.9,1073,10.8,42.4,0,0,52.7,47.3,6.08,4.24,0,42.41864,"4H"
946030,137.3,973,136.5,143.3,0,0,62.7,37.3,10,10,0,29.84,"5H"
441042,-71.3,1446,30.3,51.3,0,0,15.4,84.6,8.03,5.13,0,73.46664,"2H"
461010,51.5,1231,59.6,71.6,0,0,36.9,63.1,10,7.16,0,52.27204,"3H"
401085,-107.3,1302,19.3,54.7,0,0,29.8,70.2,6.93,5.47,0,61.4952,"2H"
507013,-88.2,1644,61.5,26.6,0,0,0,104.4,10,2.66,0,91.18296,"1"
883004,-177.2,711,-7.5,19,0,5.44,79.45,20.55,4.25,1.9,0,19.286175,"6H"
356001,-181.9,1105,3.7,36,0,6.38,49.5,50.5,5.37,3.6,0,45.97015,"3H"
776004,-333.5,1668,-26,-28.3,0,36.7,0,63.3,2.4,0,0,61.7808,"2A"
662016,-247,1393,-9.4,2.4,0,19.4,20.7,79.3,4.06,0.24,0,75.8901,"2AH"
457004,90.2,825,64.6,79.3,0,0,73.75,26.25,10,7.93,0,21.543375,"5H"
239005,-271.2,1320,-4.8,13.2,0,24.24,28,72,4.52,1.32,0,67.7952,"2AH"
982024,-254.7,1240,-21.4,5,0,20.94,36,64,2.86,0.5,0,61.8496,"2AH"
495010,-134.5,1677,47.2,17.5,0,0,0,103.1,9.72,1.75,0,91.27443,"1"
918032,-120.8,461,9.3,54.5,0,0,91.95,8.05,5.93,5.45,0,7.13391,"7H"
397012,-90.4,1123,21.7,63.1,0,0,47.7,52.3,7.17,6.31,0,45.24996,"3H"
482031,-75.1,1586,34.6,23,0,0,1.39999999999998,98.6,8.46,2.3,0,87.99064,"1"
723005,-234.4,1528,-7.2,3,0,16.88,7.19999999999999,83.12,4.28,0.3,0,79.313104,"2A"
401129,-110.7,1396,21,52.4,0,0,20.4,79.6,7.1,5.24,0,69.77736,"2H"
488018,-127.8,1621,46.2,18,0,0,0,102.1,9.62,1.8,0,90.44018,"1"
706003,-277.4,1478,-10.6,-13.9,0,25.48,12.2,74.52,3.94,0,0,71.583912,"2A"
1028015,-150.5,1123,14,46.1,0,0.100000000000001,47.7,52.3,6.4,4.61,0,46.54177,"3H"
809010,-358,1589,-32.9,-42.6,0,41.6,1.09999999999999,58.4,1.71,0,0,57.40136,"3A"
874002,-38,497,20.6,45.4,0,0,90.15,9.84999999999999,7.06,4.54,0,8.70739999999999,"7H"
248011,-164.9,1136,-4.8,15.3,0,2.98,46.4,53.6,4.52,1.53,0,50.3572,"3H"
973015,-168.3,723,9.5,27.2,0,3.66,78.85,21.15,5.95,2.72,0,19.316295,"6H"
1009001,-192.2,832,34.1,-5.2,0,8.44,73.4,26.6,8.41,0,0,24.36294,"5H"
280003,-107.1,784,19,44.6,0,0,75.8,24.2,6.9,4.46,0,21.45088,"5H"
852004,-249.9,1797,-12.7,-20.2,0,19.98,0,80.02,3.73,0,0,77.035254,"2A"
920013,-162.3,745,-3.2,43.1,0,2.46,77.75,22.25,4.68,4.31,0,20.249725,"5H"
823007,-387.8,1777,-41.4,-46.5,0,47.56,0,52.44,0.86,0,0,51.989016,"3A"
432013,9,849,43.2,81.8,0,0,72.55,27.45,9.32,8.18,0,22.64625,"5H"
335004,-143.5,958,11.7,46.5,0,0,64.2,35.8,6.17,4.65,0,31.92644,"4H"
446008,79.1,920,62.2,63.8,0,0,68,32,10,6.38,0,26.7584,"5H"
401045,-101,1298,18.5,57,0,0,30.2,69.8,6.85,5.7,0,61.0401,"2H"
953021,-11.8,1001,127.7,66.7,0,0,59.9,40.1,10,6.67,0,33.41533,"4H"
267008,-129.7,752,14.3,36.7,0,0,77.4,22.6,6.43,3.67,0,20.3174,"5H"
730004,-246.3,1427,-19.1,-15.5,0,19.26,17.3,80.74,3.09,0,0,78.245134,"2AH"
830012,-320.1,1648,-23.5,-36.4,0,34.02,0,65.98,2.65,0,0,64.23153,"2A"
965013,-116.8,593,4.4,33,0,0,85.35,14.65,5.44,3.3,0,13.36959,"6H"
692008,-127.6,1294,-25.1,3,0,0,30.6,69.4,2.49,0.3,0,67.46374,"2H"
739003,-289.4,1511,-22.7,-25.9,0,27.88,8.90000000000001,72.12,2.73,0,0,70.151124,"2A"
428001,-35.7,903,30.1,78.4,0,0,69.7,30.3,8.01,7.84,0,25.49745,"5H"
615009,-156.7,1253,-20,-2.1,0,1.34,34.7,65.3,3,0,0,63.341,"2H"
460001,54.9,1219,61.3,70.1,0,0,38.1,61.9,10,7.01,0,51.37081,"3H"
675004,-224.4,1473,-4.6,10.5,0,14.88,12.7,85.12,4.54,1.05,0,80.361792,"1"
461013,55,1274,58,72.7,0,0,32.6,67.4,10,7.27,0,55.76002,"3H"
481001,-62,1282,48.8,43.9,0,0,31.8,68.2,9.88,4.39,0,58.46786,"3H"
285014,-30.5,788,28.7,83.9,0,0,75.6,24.4,7.87,8.39,0,20.43256,"5H"
846002,-232.4,1663,-4.6,-7.9,0,16.48,0,83.52,4.54,0,0,79.728192,"2A"
507030,-106.5,1672,59.1,21.1,0,0,0,107.2,10,2.11,0,94.21808,"1"
401089,-95.7,1326,22,57.1,0,0,27.4,72.6,7.2,5.71,0,63.22734,"2H"
308008,50.1,480,49.2,74.1,0,0,91,9,9.92,7.41,0,7.4403,"7H"
827004,-356.7,1691,-33.1,-42.5,0,41.34,0,58.66,1.69,0,0,57.668646,"3A"
955034,-174.2,1438,80.8,13,0,4.84,16.2,83.8,10,1.3,0,74.3306,"2H"
311004,20.5,718,52.8,62.4,0,0,79.1,20.9,10,6.24,0,17.50584,"6H"
13012,96.8,194,39.9,71.4,0,0,105.3,-5.3,8.99,7.14,0,-4.44511,"7H"
541032,-156.1,2106,36,20.5,0,1.22,0,98.78,8.6,2.05,0,88.25993,"1"
978024,-321.1,1137,-31,-32.7,0,34.22,46.3,53.7,1.9,0,0,52.6797,"3AH"
982033,-251.4,1042,-21.4,-3.4,0,20.28,55.8,44.2,2.86,0,0,42.93588,"4AH"
987004,-172.2,991,-6.2,9.2,0,4.44,60.9,39.1,4.38,0.92,0,37.0277,"4H"
482002,-78.9,1451,50.1,38.1,0,0,14.9,85.1,10,3.81,0,73.34769,"2"
745011,-274.3,1530,-12.7,-15.8,0,24.86,7,75.14,3.73,0,0,72.337278,"2A"
985008,-30.1,552,31.3,47,0,0,87.4,12.6,8.13,4.7,0,10.98342,"6H"
985013,-51.7,565,30.4,40.7,0,0,86.75,13.25,8.04,4.07,0,11.645425,"6H"
643011,-223.1,1311,-10.8,13.6,0,14.62,28.9,71.1,3.92,1.36,0,67.34592,"2H"
800001,-286.7,1525,-15.5,-28.1,0,27.34,7.5,72.66,3.45,0,0,70.15323,"2A"
510006,-104.8,1691,70.1,28.7,0,0,0,109.04,10,2.87,0,95.006552,"1"
898005,-200.1,819,-4.4,26.4,0,10.02,74.05,25.95,4.56,2.64,0,24.0816,"5H"
252015,-148.6,1133,-11.7,13.8,0,0,46.7,53.3,3.83,1.38,0,50.52307,"3H"
948006,91.2,883,122.2,127.9,0,0,70.85,29.15,10,10,0,23.32,"5H"
497015,-125.9,1696,54.8,20.9,0,0,0,104.82,10,2.09,0,92.147262,"1"
448004,46.4,727,67.5,67.9,0,0,78.65,21.35,10,6.79,0,17.765335,"6H"
972027,-256.3,1000,-23.4,-6.3,0,21.26,60,40,2.66,0,0,38.936,"4AH"
277003,-162,937,13,40.8,0,2.4,66.3,33.7,6.3,4.08,0,30.20194,"4H"
964013,-219.5,1033,-16.2,6.3,0,13.9,56.7,43.3,3.38,0.63,0,41.56367,"4H"
918006,-107.3,390,10.4,55.1,0,0,95.5,4.5,6.04,5.51,0,3.98025,"7H"
301002,34.2,462,42.5,73.7,0,0,91.9,8.09999999999999,9.25,7.37,0,6.75378,"7H"
995007,-224,878,5,-9.2,0,14.8,71.1,28.9,5.5,0,0,27.3105,"5H"
975007,-259.6,675,-12.6,-21.4,0,21.92,81.25,18.75,3.74,0,0,18.04875,"6AH"
517010,-142.4,1765,58.8,15.9,0,0,0,101.52,10,1.59,0,89.753832,"1"
344007,-157.8,1086,3.7,42.7,0,1.56,51.4,48.6,5.37,4.27,0,43.91496,"4H"
829001,-375.3,1762,-36.7,-44.3,0,45.06,0,54.94,1.33,0,0,54.209298,"3A"
956028,-303.3,1852,-6.6,-28.9,0,30.66,0,69.34,4.34,0,0,66.330644,"2A"
1028028,-182.8,1234,9.6,35.7,0,6.56,36.6,63.4,5.96,3.57,0,57.35798,"3H"
680010,-230.6,1352,-17.3,-7.9,0,16.12,24.8,75.2,3.27,0,0,72.74096,"2AH"
808011,-368.7,1743,-36.3,-44.5,0,43.74,0,56.26,1.37,0,0,55.489238,"3A"
975013,-268.7,793,-27.4,-23.3,0,23.74,75.35,24.65,2.26,0,0,24.09291,"5AH"
13008,66.6,262,38.1,67.5,0,0,101.9,-1.90000000000001,8.81,6.75,0,-1.60436,"7H"
701009,-288.5,1521,-15.3,-18.6,0,27.7,7.90000000000001,72.3,3.47,0,0,69.79119,"2A"
369002,-145,1205,7.9,42.9,0,0,39.5,60.5,5.79,4.29,0,54.4016,"3H"
289005,1.6,528,27,79.5,0,0,88.6,11.4,7.7,7.95,0,9.61590000000001,"7H"
468015,-48.6,1235,75.2,52.9,0,0,36.5,63.5,10,5.29,0,53.79085,"3H"
455015,30.8,1153,52.3,66.2,0,0,44.7,55.3,10,6.62,0,46.10914,"3H"
438017,-58.1,1319,56,49,0,0,28.1,71.9,10,4.9,0,61.1869,"2H"
870004,-85.7,538,11.8,42.1,0,0,88.1,11.9,6.18,4.21,0,10.66359,"6H"
946001,211.1,1247,150.3,184.4,0,0,35.3,64.7,10,10,0,51.76,"3H"
976003,-256.2,1231,-28.9,-12.7,0,21.24,36.9,63.1,2.11,0,0,61.76859,"2AH"
406006,-189,1361,12.1,36.3,0,7.8,23.9,76.1,6.21,3.63,0,68.61176,"2H"
882001,-158.7,770,-1.5,27,0,1.74,76.5,23.5,4.85,2.7,0,21.72575,"5H"
568005,-206.5,2216,34.4,5.7,0,11.3,0,88.7,8.44,0.57,0,80.70813,"1"
276022,-102,767,17.1,44.7,0,0,76.65,23.35,6.71,4.47,0,20.73947,"5H"
944007,-156.8,958,8.6,58,0,1.36,64.2,35.8,5.86,5.8,0,31.62572,"4H"
347030,-194.6,1196,-2.4,27.3,0,8.92,40.4,59.6,4.76,2.73,0,55.13596,"3H"
1008002,-175.2,875,18.3,4.3,0,5.04,71.25,28.75,6.83,0.43,0,26.66275,"5H"
970019,-133.9,895,2.3,30.9,0,0,70.25,29.75,5.23,3.09,0,27.2748,"5H"
514006,-47.9,1659,82.2,31.1,0,0,0,105.9,10,3.11,0,92.01651,"1"
375007,-202.8,1684,-11.2,5.2,0,10.56,0,89.44,3.88,0.52,0,85.50464,"1"
401048,-104.4,1297,18.6,56.8,0,0,30.3,69.7,6.86,5.68,0,60.95962,"2H"
949018,-165.4,1823,44.8,18.8,0,3.08,0,96.92,9.48,1.88,0,85.909888,"1"
974013,-230.5,707,-16.7,-9.1,0,16.1,79.65,20.35,3.33,0,0,19.672345,"6AH"
581005,-181.1,1137,-13.6,3.6,0,6.22,46.3,53.7,3.64,0.36,0,51.552,"3H"
364006,-132.5,1096,11.2,45.3,0,0,50.4,49.6,6.12,4.53,0,44.3176,"4H"
789008,-335.7,1698,-30.5,-34.3,0,37.14,0,62.86,1.95,0,0,61.63423,"2A"
990009,-64.7,609,55.6,31.4,0,0,84.55,15.45,10,3.14,0,13.41987,"6H"
985011,24.3,354,45.9,54.2,0,0,97.3,2.7,9.59,5.42,0,2.29473,"7H"
826024,-379.6,1587,-36.7,-52.3,0,45.92,1.29999999999998,54.08,1.33,0,0,53.360736,"3A"
552010,-245.6,2060,19.8,1.3,0,19.12,0,80.88,6.98,0.13,0,75.129432,"2A"
607005,-194,1233,-15.8,12.6,0,8.8,36.7,63.3,3.42,1.26,0,60.33756,"2H"
701002,-278.6,1466,-13.9,-16.1,0,25.72,13.4,74.28,3.61,0,0,71.598492,"2A"
820004,-343.4,1693,-32,-39.5,0,38.68,0,61.32,1.8,0,0,60.21624,"2A"
267010,-130.1,761,14.6,37.2,0,0,76.95,23.05,6.46,3.72,0,20.70351,"5H"
261012,-206.3,1066,7,28.8,0,11.26,53.4,46.6,5.7,2.88,0,42.60172,"4H"
430009,-65.8,1217,24.4,65.6,0,0,38.3,61.7,7.44,6.56,0,53.062,"3H"
1030013,-107.8,969,19.5,66.3,0,0,63.1,36.9,6.95,6.63,0,31.88898,"4H"
667002,-217.8,1404,-0.8,21.1,0,13.56,19.6,80.4,4.92,2.11,0,74.74788,"2H"
661004,-232.4,1321,-8.3,2.7,0,16.48,27.9,72.1,4.17,0.27,0,68.89876,"2AH"
1002015,-307.6,1076,-21.6,-30.2,0,31.52,52.4,47.6,2.84,0,0,46.24816,"3AH"
206006,-134.8,682,10.4,30.2,0,0,80.9,19.1,6.04,3.02,0,17.36954,"6H"
428055,-48.6,1138,26.6,74.4,0,0,46.2,53.8,7.66,7.44,0,45.6762,"3H"
637007,-179.6,1292,-7.4,26.2,0,5.92,30.8,69.2,4.26,2.62,0,64.43904,"2H"
545002,-223.6,2023,15.1,7.9,0,14.72,0,85.28,6.51,0.79,0,79.05456,"2"
348008,-177.9,1195,-0.5,30.7,0,5.58,40.5,59.5,4.95,3.07,0,54.7281,"3H"
656004,-224.9,1312,-8,6.1,0,14.98,28.8,71.2,4.2,0.61,0,67.77528,"2H"
785001,-299.2,1538,-18.6,-21.2,0,29.84,6.19999999999999,70.16,3.14,0,0,67.956976,"2A"
466033,-54.4,1228,75.1,50.3,0,0,37.2,62.8,10,5.03,0,53.36116,"3H"
401142,-106.6,1389,21.4,54,0,0,21.1,78.9,7.14,5.4,0,69.00594,"2H"
650008,-211.9,1347,-12.9,0.6,0,12.38,25.3,74.7,3.71,0.06,0,71.88381,"2H"
289003,1.1,526,27.3,78.5,0,0,88.7,11.3,7.73,7.85,0,9.53946,"7H"
550003,-182.3,1715,33.3,36.4,0,6.46,0,93.54,8.33,3.64,0,82.343262,"1"
637004,-159.2,1303,-10.8,28.8,0,1.84,29.7,70.3,3.92,2.88,0,65.5196,"2H"
793002,-309,1563,-28.6,-34.5,0,31.8,3.69999999999999,68.2,2.14,0,0,66.74052,"2A"
480011,-28.6,1186,53.3,49.9,0,0,41.4,58.6,10,4.99,0,49.81586,"3H"
870012,-96.2,537,13.3,40.5,0,0,88.15,11.85,6.33,4.05,0,10.61997,"6H"
239010,-260.5,1416,-12,8.5,0,22.1,18.4,77.9,3.8,0.85,0,74.27765,"2AH"
100007,40.8,130,19.6,39.6,0,0,108.5,-8.5,6.96,3.96,0,-7.5718,"7H"
598003,-180.8,1212,-14.4,5.4,0,6.16,38.8,61.2,3.56,0.54,0,58.6908,"3H"
431001,-81.7,1268,22.7,61.8,0,0,33.2,66.8,7.27,6.18,0,57.8154,"3H"
806006,-353.4,1541,-39.5,-39.1,0,40.68,5.89999999999998,59.32,1.05,0,0,58.69714,"3A"
486005,-91.5,1375,42.9,31.4,0,0,22.5,77.5,9.29,3.14,0,67.86675,"2H"
439004,-78.1,1227,29,56.5,0,0,37.3,62.7,7.9,5.65,0,54.20415,"3H"
250003,-182.2,1008,2.5,21.3,0,6.44,59.2,40.8,5.25,2.13,0,37.78896,"4H"
979001,-301,988,-34.1,-35.2,0,30.2,61.2,38.8,1.59,0,0,38.18308,"4AH"
748005,-256.3,1485,-10.8,-11,0,21.26,11.5,78.74,3.92,0,0,75.653392,"2A"
261003,-221.9,1127,5.8,27.1,0,14.38,47.3,52.7,5.58,2.71,0,48.33117,"3H"
669003,-232.5,1427,-4.2,16.3,0,16.5,17.3,82.7,4.58,1.63,0,77.56433,"2AH"
824004,-351.2,1690,-32.5,-40.9,0,40.24,0,59.76,1.75,0,0,58.7142,"3A"
1021013,-112.1,795,18.6,45.6,0,0,75.25,24.75,6.86,4.56,0,21.92355,"5H"
516019,15.2,1541,95.6,40.3,0,0,5.89999999999998,94.1,10,4.03,0,80.89777,"1"
961032,-81.4,556,17.7,67,0,0,87.2,12.8,6.77,6.7,0,11.07584,"6H"
940020,-211.5,1136,-11.6,37.3,0,12.3,46.4,53.6,3.84,3.73,0,49.54248,"3H"
