"slc","ppe","egdd","esm","efm","eff","moistureDeduction","temperatureDeduction","basicClimateRating","springMoisture","fallMoisture","fallFrost","points","class"
386006,-155.7,1283,6.4,41.6,0,1.14,31.7,68.3,5.64,4.16,0,61.6066,"2H"
261014,-215.1,1033,7.3,28.1,0,13.02,56.7,43.3,5.73,2.81,0,39.60218,"4H"
983010,-210.5,517,4,-16.3,0,12.1,89.15,10.85,5.4,0,0,10.2641,"6H"
341012,-171.9,1077,3.4,38.1,0,4.38,52.3,47.7,5.34,3.81,0,43.33545,"4H"
946024,248.7,1419,177.5,195,0,0,18.1,81.9,10,10,0,65.52,"2H"
264002,-107.7,549,11.2,28.6,0,0,87.55,12.45,6.12,2.86,0,11.33199,"6H"
975014,-245.6,590,-17.6,-23.9,0,19.12,85.5,14.5,3.24,0,0,14.0302,"6AH"
1017013,-215.3,989,20.3,-13.5,0,13.06,61.1,38.9,7.03,0,0,36.16533,"4H"
957017,-309.9,1861,2.6,-29,0,31.98,0,68.02,5.26,0,0,64.442148,"2A"
505014,-156.4,1797,43.7,9.3,0,1.28,0,98.72,9.37,0.93,0,88.55184,"1"
438003,-47.8,1272,59.7,51.6,0,0,32.8,67.2,10,5.16,0,57.01248,"3H"
102008,29.2,139,18.3,37.3,0,0,108.05,-8.05,6.83,3.73,0,-7.19992,"7H"
270006,-60.9,563,17.3,42.3,0,0,86.85,13.15,6.73,4.23,0,11.70876,"6H"
990019,-60.8,582,59,25.6,0,0,85.9,14.1,10,2.56,0,12.32904,"6H"
619007,-61,1095,-11.3,15.3,0,0,50.5,49.5,3.87,1.53,0,46.827,"3H"
745014,-297.4,1588,-18.3,-22.8,0,29.48,1.19999999999999,70.52,3.17,0,0,68.284516,"2A"
285017,-51.6,785,25.9,79.5,0,0,75.75,24.25,7.59,7.95,0,20.48155,"5H"
395003,-129.7,1205,13.1,51.3,0,0,39.5,60.5,6.31,5.13,0,53.5788,"3H"
806008,-374.2,1606,-41.7,-43.6,0,44.84,0,55.16,0.83,0,0,54.702172,"3A"
184003,-20.8,255,14.5,34.6,0,0,102.25,-2.25,6.45,3.46,0,-2.027025,"7H"
523032,3.4,1530,96.2,44.7,0,0,7,93,10,4.47,0,79.5429,"2"
1006013,-206.8,794,11.7,-12.2,0,11.36,75.3,24.7,6.17,0,0,23.17601,"5H"
1004007,-248.1,1091,-15.4,-12.1,0,19.62,50.9,49.1,3.46,0,0,47.40114,"3AH"
545001,-200.7,2047,21.7,13.7,0,10.14,0,89.86,7.17,1.37,0,82.185956,"1"
491002,-81.5,1378,48.5,30,0,0,22.2,77.8,9.85,3,0,67.8027,"2H"
348003,-180.2,1199,-0.6,30.7,0,6.04,40.1,59.9,4.94,3.07,0,55.10201,"3H"
522003,-73.7,1592,70.1,40.6,0,0,0.799999999999983,99.2,10,4.06,0,85.25248,"1"
988017,-29.7,619,58.9,44.2,0,0,84.05,15.95,10,4.42,0,13.65001,"6H"
995006,-221.2,901,7,-8.6,0,14.24,69.9,30.1,5.7,0,0,28.3843,"5H"
1021010,-108,779,18.8,45.9,0,0,76.05,23.95,6.88,4.59,0,21.202935,"5H"
946036,168.6,1300,122.3,179.2,0,0,30,70,10,10,0,56,"3H"
972008,-220.3,895,-12.5,5.6,0,14.06,70.25,29.75,3.75,0.56,0,28.467775,"5H"
600004,-205.8,1293,-22.8,-1,0,11.16,30.7,69.3,2.72,0,0,67.41504,"2H"
594003,-209,1231,-17.2,-2,0,11.8,36.9,63.1,3.28,0,0,61.03032,"2H"
985003,-91.8,776,13.6,38.3,0,0,76.2,23.8,6.36,3.83,0,21.37478,"5H"
921005,-114.5,703,-0.8,35.5,0,0,79.85,20.15,4.92,3.55,0,18.443295,"6H"
115001,124.5,39,30.1,53.1,0,0,113.05,-13.05,8.01,5.31,0,-11.31174,"7H"
730003,-231.9,1406,-18.3,-11.5,0,16.38,19.4,80.6,3.17,0,0,78.04498,"2AH"
426009,-78,1491,38.5,46.8,0,0,10.9,89.1,8.85,4.68,0,77.04477,"2"
541052,-150.9,2099,32.5,15.5,0,0.18,0,99.82,8.25,1.55,0,90.03764,"1"
745012,-251.2,1451,-9,-8.2,0,20.24,14.9,79.76,4.1,0,0,76.48984,"2A"
485016,-112.8,1540,50.5,11.5,0,0,6,94,10,1.15,0,83.519,"1"
930004,-168.9,957,-4.5,24.9,0,3.78,64.3,35.7,4.55,2.49,0,33.18672,"4H"
502025,-147.2,1686,45.6,12,0,0,0,100.56,9.56,1.2,0,89.739744,"1"
505015,-158,1804,43.8,9.1,0,1.6,0,98.4,9.38,0.91,0,88.27464,"1"
244020,-196.2,1364,-17.9,6.9,0,9.23999999999999,23.6,76.4,3.21,0.69,0,73.4204,"2H"
560002,-206.8,1936,26.8,-2.4,0,11.36,0,88.64,7.68,0,0,81.832448,"1"
610009,-136.1,1256,-20.4,7,0,0,34.4,65.6,2.96,0.7,0,63.19904,"2H"
108003,25.5,160,17.9,42.4,0,0,107,-7,6.79,4.24,0,-6.2279,"7H"
672001,-242.4,1447,-7.7,8.3,0,18.48,15.3,81.52,4.23,0.83,0,77.395088,"2AH"
418003,-16.6,1159,56.1,57.2,0,0,44.1,55.9,10,5.72,0,47.11252,"3H"
174019,-91.8,439,11.7,28.5,0,0,93.05,6.95,6.17,2.85,0,6.32311,"7H"
453001,83.4,688,64.3,64.1,0,0,80.6,19.4,10,6.41,0,16.21646,"6H"
945052,103.9,931,111,166.6,0,0,66.9,33.1,10,10,0,26.48,"5H"
375006,-209.9,1706,-10.9,1.4,0,11.98,0,88.02,3.91,0.14,0,84.45519,"1"
550014,-183.1,1731,34,38.5,0,6.62,0,93.38,8.4,3.85,0,81.94095,"1"
952009,185.8,1388,167.4,140.9,0,0,21.2,78.8,10,10,0,63.04,"2H"
940016,-167.1,1344,15.9,83.7,0,3.42,25.6,74.4,6.59,8.37,0,63.26976,"2H"
740007,-248.5,1407,-26.8,-20.9,0,19.7,19.3,80.3,2.32,0,0,78.43704,"2AH"
727001,-175.8,1391,-18.8,-3.6,0,5.16,20.9,79.1,3.12,0,0,76.63208,"2H"
551007,-199.1,1976,20.4,17.3,0,9.82,0,90.18,7.04,1.73,0,82.271214,"1"
552009,-199.5,1957,20.8,9.9,0,9.9,0,90.1,7.08,0.99,0,82.82893,"1"
555009,-171.3,2129,43.6,15.6,0,4.26000000000001,0,95.74,9.36,1.56,0,85.285192,"1"
961038,-41.8,557,36.9,95,0,0,87.15,12.85,8.69,9.5,0,10.512585,"6H"
127007,-25.5,284,15,36.9,0,0,100.8,-0.799999999999997,6.5,3.69,0,-0.718479999999997,"7H"
917006,-256.7,997,-8.1,38.5,0,21.34,60.3,39.7,4.19,3.85,0,36.50812,"4AH"
826023,-349.7,1656,-30.9,-44.3,0,39.94,0,60.06,1.91,0,0,58.912854,"3A"
633012,-174.7,1190,0,31.7,0,4.94,41,59,5,3.17,0,54.1797,"3H"
1009012,-135.6,655,39,-1.1,0,0,82.25,17.75,8.9,0,0,16.17025,"6H"
942014,161.9,1245,171.9,154.4,0,0,35.5,64.5,10,10,0,51.6,"3H"
618017,-161.4,1145,-13.2,7.5,0,2.28,45.5,54.5,3.68,0.75,0,52.08565,"3H"
500009,-82.7,1547,60.5,21.5,0,0,5.29999999999998,94.7,10,2.15,0,83.19395,"1"
633020,-173.9,1198,-0.5,31,0,4.78,40.2,59.8,4.95,3.1,0,54.9861,"3H"
769003,-269.2,1435,-25.3,-22.2,0,23.84,16.5,76.16,2.47,0,0,74.278848,"2AH"
917025,-165.2,699,8.3,63.6,0,3.04,80.05,19.95,5.83,6.36,0,17.518095,"6H"
974017,-221,797,-15,-2,0,14.2,75.15,24.85,3.5,0,0,23.98025,"5H"
13025,90.8,218,40.6,71.9,0,0,104.1,-4.09999999999999,9.06,7.19,0,-3.43375,"7H"
229001,-195.5,891,9,24.8,0,9.1,70.45,29.55,5.9,2.48,0,27.07371,"5H"
353017,-168.8,1202,-3.7,40.2,0,3.76000000000001,39.8,60.2,4.63,4.02,0,54.9927,"3H"
495001,-125.9,1619,46.1,18.4,0,0,0,101.9,9.61,1.84,0,90.23245,"1"
482010,-3.9,1421,54.9,53.8,0,0,17.9,82.1,10,5.38,0,69.47302,"2H"
221001,-181.3,973,11,30.4,0,6.26000000000001,62.7,37.3,6.1,3.04,0,33.89078,"4H"
472022,-22.5,1174,76.5,58,0,0,42.6,57.4,10,5.8,0,48.3308,"3H"
255006,-192.2,874,8.4,27.3,0,8.44,71.3,28.7,5.84,2.73,0,26.24041,"5H"
1004008,-231.3,949,-11.7,-11.1,0,16.26,65.1,34.9,3.83,0,0,33.56333,"4AH"
994001,9.5,384,52.1,50.1,0,0,95.8,4.2,10,5.01,0,3.56958,"7H"
278014,-151.4,898,14.2,42.8,0,0.280000000000001,70.1,29.9,6.42,4.28,0,26.7007,"5H"
767006,-312.6,1514,-22.9,-30.7,0,32.52,8.59999999999999,67.48,2.71,0,0,65.651292,"2A"
965034,-54,487,15.5,37.3,0,0,90.65,9.34999999999999,6.55,3.73,0,8.38882,"7H"
488003,-118.5,1528,50.2,13.4,0,0,7.19999999999999,92.8,10,1.34,0,82.27648,"1"
265001,-117.2,664,13.3,34.2,0,0,81.8,18.2,6.33,3.42,0,16.4255,"6H"
948009,-46.9,385,60.6,39.8,0,0,95.75,4.25,10,3.98,0,3.65585,"7H"
464005,97,1004,77.3,81.7,0,0,59.6,40.4,10,8.17,0,33.05932,"4H"
956004,-276.9,1807,24.1,-18.7,0,25.38,0,74.62,7.41,0,0,69.090658,"2A"
294012,13.9,767,34.3,89.7,0,0,76.65,23.35,8.43,8.97,0,19.2871,"6H"
522020,-53.8,1541,78.2,48.5,0,0,5.89999999999998,94.1,10,4.85,0,80.12615,"1"
489010,-112.1,1501,48.8,23.1,0,0,9.90000000000001,90.1,9.88,2.31,0,79.11681,"2"
505001,-167.5,1741,42.3,6.5,0,3.5,0,96.5,9.23,0.65,0,86.9658,"1"
329002,119.6,587,67.8,77,0,0,85.65,14.35,10,7.7,0,11.81005,"6H"
997004,33.3,445,29.7,53.1,0,0,92.75,7.25,7.97,5.31,0,6.2872,"7H"
182001,-36.3,459,17.1,41.7,0,0,92.05,7.95,6.71,4.17,0,7.08504,"7H"
285029,-71.9,817,23.7,76.7,0,0,74.15,25.85,7.37,7.67,0,21.96216,"5H"
556006,-175.8,1849,27.9,22.5,0,5.16,0,94.84,7.79,2.25,0,85.318064,"1"
173001,-76.8,351,11.1,26,0,0,97.45,2.55,6.11,2.6,0,2.327895,"7H"
574019,-247.4,1286,-0.4,26.4,0,19.48,31.4,68.6,4.96,2.64,0,63.3864,"2AH"
593003,-202.6,1290,-17,0.5,0,10.52,31,69,3.3,0.05,0,66.6885,"2H"
923077,-59.6,446,12.3,55.4,0,0,92.7,7.3,6.23,5.54,0,6.44079,"7H"
432011,22.1,812,45.8,84.4,0,0,74.4,25.6,9.58,8.44,0,20.98688,"5H"
591037,-194.3,1182,-18.6,4,0,8.86,41.8,58.2,3.14,0.4,0,56.13972,"3H"
504020,-133.7,1757,55.3,18,0,0,0,103.26,10,1.8,0,91.07532,"1"
400021,-193.7,1332,11.9,34.6,0,8.73999999999999,26.8,73.2,6.19,3.46,0,66.1362,"2H"
1015018,-352.9,1640,-25.4,-48,0,40.58,0,59.42,2.46,0,0,57.958268,"3A"
423028,-221.7,1839,8.5,12,0,14.34,0,85.66,5.85,1.2,0,79.62097,"2"
276035,-130.5,917,14.1,48,0,0,68.3,31.7,6.41,4.8,0,28.14643,"5H"
358017,-194.8,1392,-2.9,32.5,0,8.96,20.8,79.2,4.71,3.25,0,72.89568,"2H"
406005,-174.6,1322,15.5,41,0,4.92,27.8,72.2,6.55,4.1,0,64.5107,"2H"
399005,-144.1,1206,15,50.4,0,0,39.4,60.6,6.5,5.04,0,53.60676,"3H"
106006,101.8,69,26.9,48.5,0,0,111.55,-11.55,7.69,4.85,0,-10.10163,"7H"
243004,-250.6,1230,-3,18.5,0,20.12,37,63,4.7,1.85,0,58.8735,"3AH"
289004,-12.5,564,26.7,75.9,0,0,86.8,13.2,7.67,7.59,0,11.18568,"6H"
184005,-5.9,276,17,43,0,0,101.2,-1.2,6.7,4.3,0,-1.068,"7H"
574016,-251.8,1298,-1.8,25.1,0,20.36,30.2,69.8,4.82,2.51,0,64.68366,"2AH"
754001,-306.7,1607,-25.1,-30.9,0,31.34,0,68.66,2.49,0,0,66.950366,"2A"
9687009,-225,1348,-18.5,-8.1,0,15,25.2,74.8,3.15,0,0,72.4438,"2H"
619003,-122,1187,-13.4,10.4,0,0,41.3,58.7,3.66,1.04,0,55.9411,"3H"
674004,-235.3,1478,-5.8,10.4,0,17.06,12.2,82.94,4.42,1.04,0,78.411476,"2A"
504004,-122.9,1737,58.2,21.4,0,0,0,105.42,10,2.14,0,92.622012,"1"
938039,103.6,267,66.1,128,0,0,101.65,-1.65000000000001,10,10,0,-1.32,"7H"
766002,-237.2,1696,-12.9,-23.4,0,17.44,0,82.56,3.71,0,0,79.497024,"2A"
474016,104.3,1169,98.3,80.2,0,0,43.1,56.9,10,8.02,0,46.64662,"3H"
711001,-239.1,1274,-12.6,-6.7,0,17.82,32.6,67.4,3.74,0,0,64.87924,"2AH"
196009,-154.9,876,7.6,30,0,0.98,71.2,28.8,5.76,3,0,26.27712,"5H"
531021,-126.3,1661,58.4,21.3,0,0,0,104.74,10,2.13,0,92.035038,"1"
830010,-326.4,1663,-27.1,-38.6,0,35.28,0,64.72,2.29,0,0,63.237912,"2A"
917007,-177.2,696,4.9,55,0,5.44,80.2,19.8,5.49,5.5,0,17.62398,"6H"
1005002,-416.8,1725,-51.2,-45.9,0,53.36,0,46.64,0,0,0,46.64,"3A"
401029,-120.5,1220,13.4,57.2,0,0,38,62,6.34,5.72,0,54.5228,"3H"
401124,-181.1,1411,10.9,35.5,0,6.22,18.9,81.1,6.09,3.55,0,73.28196,"2H"
959003,-117.5,1896,84.9,30.7,0,0,0,106.5,10,3.07,0,92.58045,"1"
491008,-64.4,1319,52.1,34.1,0,0,28.1,71.9,10,3.41,0,62.25821,"2H"
1009017,-296.8,1130,-6.5,-40.3,0,29.36,47,53,4.35,0,0,50.6945,"3AH"
970013,-109.2,799,7.8,35.2,0,0,75.05,24.95,5.78,3.52,0,22.62965,"5H"
646023,-213.3,1294,-5.2,15.3,0,12.66,30.6,69.4,4.48,1.53,0,65.22906,"2H"
925014,-160.9,770,-0.8,43,0,2.18,76.5,23.5,4.92,4.3,0,21.3333,"5H"
105006,132.8,10,27,52.8,0,0,114.5,-14.5,7.7,5.28,0,-12.6179,"7H"
244009,-190.3,1335,-14.7,9.8,0,8.06,26.5,73.5,3.53,0.98,0,70.18515,"2H"
528010,-90.2,1616,63.5,28.3,0,0,0,101.6,10,2.83,0,88.56472,"1"
898002,-214.6,892,-6,25.8,0,12.92,70.4,29.6,4.4,2.58,0,27.53392,"5H"
676004,-221.4,1498,-5.6,12.6,0,14.28,10.2,85.72,4.44,1.26,0,80.83396,"1"
903002,-190.1,696,1.9,32,0,8.02,80.2,19.8,5.19,3.2,0,18.13878,"6H"
537005,-98.8,1726,60.9,24.6,0,0,0,110.24,10,2.46,0,96.504096,"1"
946045,231.7,1382,177.2,190.5,0,0,21.8,78.2,10,10,0,62.56,"2H"
244047,-248.3,1284,-16.1,2.8,0,19.66,31.6,68.4,3.39,0.28,0,65.88972,"2AH"
539005,-9.6,1411,72.5,44,0,0,18.9,81.1,10,4.4,0,69.4216,"2H"
560006,-196.8,2027,29.2,0.4,0,9.36,0,90.64,7.92,0.04,0,83.425056,"1"
393016,-134.7,1166,9.9,48.9,0,0,43.4,56.6,5.99,4.89,0,50.44192,"3H"
452015,6.5,966,51.1,63.8,0,0,63.4,36.6,10,6.38,0,30.60492,"4H"
963004,-61.6,455,16.4,63.1,0,0,92.25,7.75,6.64,6.31,0,6.746375,"7H"
336010,-200.4,1108,1.9,36.2,0,10.08,49.2,50.8,5.19,3.62,0,46.32452,"3H"
540093,-108.4,2037,35.3,22.7,0,0,0,108.32,8.53,2.27,0,96.62144,"1"
505002,-165.4,1755,43,7.3,0,3.08,0,96.92,9.3,0.73,0,87.198924,"1"
441010,-114.6,1377,25.9,44.2,0,0,22.3,77.7,7.59,4.42,0,68.36823,"2H"
428026,-80.1,1024,23.6,68,0,0,57.6,42.4,7.36,6.8,0,36.39616,"4H"
636006,-193.5,1305,-5,25.2,0,8.7,29.5,70.5,4.5,2.52,0,65.5509,"2H"
174020,-84.2,436,12.8,31,0,0,93.2,6.8,6.28,3.1,0,6.16216,"7H"
933023,22.6,428,14.9,47.4,0,0,93.6,6.40000000000001,6.49,4.74,0,5.68128,"7H"
696006,-259.3,1374,-10.8,-7.4,0,21.86,22.6,77.4,3.92,0,0,74.36592,"2AH"
433019,-36.7,1107,32.1,71.9,0,0,49.3,50.7,8.21,7.19,0,42.8922,"4H"
1017012,-247.3,1087,10.8,-20.5,0,19.46,51.3,48.7,6.08,0,0,45.73904,"3AH"
821002,-390.7,1735,-40.3,-48.1,0,48.14,0,51.86,0.970000000000001,0,0,51.356958,"3A"
484011,-91.5,1418,43,31.9,0,0,18.2,81.8,9.3,3.19,0,71.58318,"2H"
933028,82.9,329,22.1,52,0,0,98.55,1.45,7.21,5.2,0,1.270055,"7H"
941014,222.3,1105,196.5,175.8,0,0,49.5,50.5,10,10,0,40.4,"4H"
291006,2.1,536,28.8,78.7,0,0,88.2,11.8,7.88,7.87,0,9.9415,"7H"
428012,-39.6,964,30.5,75.6,0,0,63.6,36.4,8.05,7.56,0,30.71796,"4H"
1027003,-130.4,878,18.8,47.7,0,0,71.1,28.9,6.88,4.77,0,25.53315,"5H"
104005,60.3,69,20.3,42.5,0,0,111.55,-11.55,7.03,4.25,0,-10.24716,"7H"
925013,-194.5,999,-9.5,23.9,0,8.9,60.1,39.9,4.05,2.39,0,37.33044,"4H"
1024019,-113.1,782,20.5,48.2,0,0,75.9,24.1,7.05,4.82,0,21.23933,"5H"
1024007,-107,861,18.6,48.9,0,0,71.95,28.05,6.86,4.89,0,24.754125,"5H"
933027,45.9,401,17.7,48.2,0,0,94.95,5.05,6.77,4.82,0,4.464705,"7H"
483002,-41.8,1638,39.4,33.9,0,0,0,103.8,8.94,3.39,0,91.00146,"1"
551002,-191.1,1969,22.7,19.4,0,8.22,0,91.78,7.27,1.94,0,83.327062,"1"
969006,-137.4,978,-7.3,20.2,0,0,62.2,37.8,4.27,2.02,0,35.42238,"4H"
984007,-50.4,265,48.6,19.6,0,0,101.75,-1.75,9.86,1.96,0,-1.54315,"7H"
430008,-56.8,1208,25.5,69.5,0,0,39.2,60.8,7.55,6.95,0,51.984,"3H"
434005,31.9,916,63.6,76.9,0,0,68.4,31.6,10,7.69,0,26.00996,"5H"
1005001,-399.4,1517,-46.7,-46.9,0,49.88,8.29999999999998,50.12,0.33,0,0,49.954604,"3A"
514007,-54.1,1670,81,30.9,0,0,0,107,10,3.09,0,92.9937,"1"
531009,-114.9,1654,61.3,21.9,0,0,0,105.4,10,2.19,0,92.55174,"1"
297001,-22,455,24.5,57.9,0,0,92.25,7.75,7.45,5.79,0,6.7239,"7H"
185002,-19.2,279,15.3,37.3,0,0,101.05,-1.05,6.53,3.73,0,-0.942269999999997,"7H"
918023,-212,751,-1.8,39.8,0,12.4,77.45,22.55,4.82,3.98,0,20.5656,"5H"
781005,-311.5,1502,-34.4,-31.6,0,32.3,9.79999999999998,67.7,1.56,0,0,66.64388,"2A"
284011,1.9,579,27.3,87.1,0,0,86.05,13.95,7.73,8.71,0,11.65662,"6H"
1004017,-291.3,1164,-18.2,-21.1,0,28.26,43.6,56.4,3.18,0,0,54.60648,"3AH"
698003,-260.9,1446,-10.4,-7.4,0,22.18,15.4,77.82,3.96,0,0,74.738328,"2AH"
545005,-238.1,2011,12.1,4,0,17.62,0,82.38,6.21,0.4,0,76.934682,"2A"
670002,-199.1,1366,-1,25.1,0,9.82,23.4,76.6,4.9,2.51,0,70.92394,"2H"
446006,85.5,868,63.8,67.6,0,0,71.6,28.4,10,6.76,0,23.64016,"5H"
441003,-112.4,1413,24.9,44,0,0,18.7,81.3,7.49,4.4,0,71.63343,"2H"
241011,-227.7,1197,4.2,23.3,0,15.54,40.3,59.7,5.42,2.33,0,55.07325,"3AH"
889013,-204,805,13,59.6,0,10.8,74.75,25.25,6.3,5.96,0,22.15435,"5H"
809013,-366.2,1624,-36.3,-45,0,43.24,0,56.76,1.37,0,0,55.982388,"3A"
985030,-49.4,739,57,46.4,0,0,78.05,21.95,10,4.64,0,18.73652,"6H"
418026,-24,1486,60.6,53.8,0,0,11.4,88.6,10,5.38,0,74.97332,"2"
106001,63.3,94,21.9,41.3,0,0,110.3,-10.3,7.19,4.13,0,-9.13404,"7H"
803006,-347.7,1569,-27.6,-38.9,0,39.54,3.09999999999999,60.46,2.24,0,0,59.105696,"3A"
950030,-185.2,885,39,2.5,0,7.04,70.75,29.25,8.9,0.25,0,26.573625,"5H"
945055,160.4,879,126.3,181.6,0,0,71.05,28.95,10,10,0,23.16,"5H"
974037,-217.9,798,-19.4,-9.9,0,13.58,75.1,24.9,3.06,0,0,24.13806,"5H"
729013,-267.1,1464,-18.1,-20.4,0,23.42,13.6,76.58,3.19,0,0,74.137098,"2A"
585013,-179.5,1157,-16.2,7.1,0,5.9,44.3,55.7,3.38,0.71,0,53.42187,"3H"
646005,-228.2,1325,-9.6,15.2,0,15.64,27.5,72.5,4.04,1.52,0,68.469,"2AH"
658018,-244.6,1361,-7.8,-3.6,0,18.92,23.9,76.1,4.22,0,0,72.88858,"2AH"
479035,-84.6,1456,50.3,36.6,0,0,14.4,85.6,10,3.66,0,73.90704,"2"
979007,-362,1339,-40.6,-42,0,42.4,26.1,57.6,0.94,0,0,57.05856,"3AH"
701008,-289.6,1521,-15.6,-19.1,0,27.92,7.90000000000001,72.08,3.44,0,0,69.600448,"2A"
372043,-129.6,1442,4.4,42.2,0,0,15.8,84.2,5.44,4.22,0,76.06628,"2H"
745013,-262.5,1492,-11.1,-12.2,0,22.5,10.8,77.5,3.89,0,0,74.48525,"2A"
923083,-31,392,14.2,55.9,0,0,95.4,4.59999999999999,6.42,5.59,0,4.04754,"7H"
675003,-208.7,1444,-2.4,15.8,0,11.74,15.6,84.4,4.76,1.58,0,79.04904,"2H"
952005,2.7,1383,119.4,93.9,0,0,21.7,78.3,10,9.39,0,63.11763,"2H"
1024028,-136.2,902,18.3,45.7,0,0,69.8,30.2,6.83,4.57,0,26.7572,"5H"
1015012,-391.5,1598,-36.6,-52.2,0,48.3,0.199999999999989,51.7,1.34,0,0,51.00722,"3A"
823002,-368.9,1697,-37.1,-43.2,0,43.78,0,56.22,1.29,0,0,55.494762,"3A"
869004,-224,930,5.8,25,0,14.8,67,33,5.58,2.5,0,30.3336,"4H"
976010,-234.6,1025,-19,-12,0,16.92,57.5,42.5,3.1,0,0,41.1825,"4AH"
174002,-66.1,339,11.9,28,0,0,98.05,1.95,6.19,2.8,0,1.774695,"7H"
317009,72,567,59.6,71.7,0,0,86.65,13.35,10,7.17,0,11.057805,"6H"
536013,-79.1,1705,65.1,29.1,0,0,0,110.5,10,2.91,0,96.23445,"1"
652006,-230.7,1293,-13,2.2,0,16.14,30.7,69.3,3.7,0.22,0,66.58344,"2AH"
978018,-294.3,1038,-25.9,-29,0,28.86,56.2,43.8,2.41,0,0,42.74442,"4AH"
389003,-53.5,1151,25.2,53.9,0,0,44.9,55.1,7.52,5.39,0,47.98659,"3H"
493009,-114,1624,41.5,26,0,0,0,102.4,9.15,2.6,0,90.368,"1"
11003,60.6,196,30,59.7,0,0,105.2,-5.2,8,5.97,0,-4.47356,"7H"
344004,-148.4,1044,6.6,44.1,0,0,55.6,44.4,5.66,4.41,0,39.92892,"4H"
760004,-294.8,1699,-21.3,-31.9,0,28.96,0,71.04,2.87,0,0,69.001152,"2A"
865003,-99.6,526,9.5,35.9,0,0,88.7,11.3,5.95,3.59,0,10.22198,"6H"
438002,-54,1299,57.2,49.6,0,0,30.1,69.9,10,4.96,0,59.44296,"3H"
427008,34.8,758,40.5,93.1,0,0,77.1,22.9,9.05,9.31,0,18.69556,"6H"
387003,-143.1,1257,8.2,46.2,0,0,34.3,65.7,5.82,4.62,0,58.84092,"3H"
179004,-21.9,387,16.7,43.5,0,0,95.65,4.34999999999999,6.67,4.35,0,3.87062999999999,"7H"
309009,69.2,475,54.1,69.8,0,0,91.25,8.75,10,6.98,0,7.26425,"7H"
278015,-141.3,878,14.9,43.7,0,0,71.1,28.9,6.49,4.37,0,25.76146,"5H"
390002,-152.7,1308,6.4,35.5,0,0.539999999999999,29.2,70.8,5.64,3.55,0,64.29348,"2H"
522018,-48.3,1552,79.7,49.4,0,0,4.79999999999998,95.2,10,4.94,0,80.97712,"1"
1003013,-88,504,51.9,19.2,0,0,89.8,10.2,10,1.92,0,8.98416,"7H"
276048,-115.1,900,14,49.9,0,0,70,30,6.4,4.99,0,26.583,"5H"
628004,7.6,535,27.1,34.5,0,0,88.25,11.75,7.71,3.45,0,10.4387,"6H"
752012,-267.8,1657,-18.3,-21.4,0,23.56,0,76.44,3.17,0,0,74.016852,"2A"
718001,-230.5,1535,-5.9,6.5,0,16.1,6.5,83.9,4.41,0.65,0,79.65466,"2A"
206004,-162.1,790,10.1,29.1,0,2.42,75.5,24.5,6.01,2.91,0,22.3146,"5H"
687007,-255,1353,-17.4,-16.6,0,21,24.7,75.3,3.26,0,0,72.84522,"2AH"
1024031,-134,936,17.3,46.3,0,0,66.4,33.6,6.73,4.63,0,29.78304,"5H"
714002,-221.2,1341,-5,8.3,0,14.24,25.9,74.1,4.5,0.83,0,70.15047,"2H"
963002,-44.3,411,21,71.7,0,0,94.45,5.55,7.1,7.17,0,4.758015,"7H"
770010,-354.6,1703,-32.4,-36.4,0,40.92,0,59.08,1.76,0,0,58.040192,"3A"
504044,-114.1,1682,59,20.6,0,0,0,107.18,10,2.06,0,94.254092,"1"
500034,-124.7,1728,57.9,14.8,0,0,0,105.06,10,1.48,0,92.999112,"1"
398005,-110.2,1131,19.5,57.8,0,0,46.9,53.1,6.95,5.78,0,46.34037,"3H"
940024,-195.1,1052,-7.2,38.7,0,9.02,54.8,45.2,4.28,3.87,0,41.5162,"4H"
935008,-67.2,582,4.9,36.2,0,0,85.9,14.1,5.49,3.62,0,12.81549,"6H"
889018,20.3,173,31.6,89.9,0,0,106.35,-6.34999999999999,8.16,8.99,0,-5.26097499999999,"7H"
974046,-261.3,957,-28,-22.7,0,22.26,64.3,35.7,2.2,0,0,34.9146,"4AH"
503016,-132.7,1707,55.8,11.4,0,0,0,103.46,10,1.14,0,91.934556,"1"
775001,-307.4,1530,-20.3,-26.1,0,31.48,7,68.52,2.97,0,0,66.484956,"2A"
946011,248,1328,196.7,214.9,0,0,27.2,72.8,10,10,0,58.24,"3H"
351019,-193.8,1223,-3,27.9,0,8.76000000000001,37.7,62.3,4.7,2.79,0,57.63373,"3H"
414009,-58.2,1224,26.3,60,0,0,37.6,62.4,7.63,6,0,53.89488,"3H"
485007,-94.3,1506,51.8,17.8,0,0,9.40000000000001,90.6,10,1.78,0,79.92732,"2"
793010,-311.3,1603,-22.8,-33.7,0,32.26,0,67.74,2.72,0,0,65.897472,"2A"
974011,-218.1,820,-13.9,0.2,0,13.62,74,26,3.61,0.02,0,25.0562,"5H"
401036,-117.1,1255,14.4,56.3,0,0,34.5,65.5,6.44,5.63,0,57.59415,"3H"
709011,-246.6,1438,-9.7,-5.3,0,19.32,16.2,80.68,4.03,0,0,77.428596,"2AH"
990003,-125.6,781,39.3,19.1,0,0,75.95,24.05,8.93,1.91,0,21.44298,"5H"
427013,-2.1,851,36.2,84.4,0,0,72.45,27.55,8.62,8.44,0,22.84997,"5H"
